"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster","significance"
2.42117831481502e-53,7.61872625694956,0.286,0.001,7.29041002373951e-49,"CASC20","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AL592146.2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AC105450.1","11","Up in KO"
1.23281059388563e-40,9.47445499818233,0.143,0,3.71211597924903e-36,"AC013460.1","11","Up in KO"
1.23281059388563e-40,9.02998377555056,0.143,0,3.71211597924903e-36,"AC093843.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"BTLA","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"FOXL2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AC016933.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"P2RY1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AC128685.1","11","Up in KO"
1.23281059388563e-40,7.98909563302251,0.143,0,3.71211597924903e-36,"LINC02037","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"ODAPH","11","Up in KO"
1.23281059388563e-40,8.5917362546519,0.143,0,3.71211597924903e-36,"AC099499.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"LINC02160","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AC092353.1","11","Up in KO"
1.23281059388563e-40,9.41370682426927,0.143,0,3.71211597924903e-36,"AC010595.1","11","Up in KO"
1.23281059388563e-40,8.29208369547544,0.143,0,3.71211597924903e-36,"AC010275.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"PITX1","11","Up in KO"
1.23281059388563e-40,9.41370682426927,0.143,0,3.71211597924903e-36,"HIST1H2AM","11","Up in KO"
1.23281059388563e-40,8.32114040020469,0.143,0,3.71211597924903e-36,"AL033384.2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AL109920.1","11","Up in KO"
1.23281059388563e-40,8.29208369547544,0.143,0,3.71211597924903e-36,"LINC02840","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AC005050.1","11","Up in KO"
1.23281059388563e-40,8.29208369547544,0.143,0,3.71211597924903e-36,"AL355607.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"TTC16","11","Up in KO"
1.23281059388563e-40,9.02998377555056,0.143,0,3.71211597924903e-36,"AP000842.3","11","Up in KO"
1.23281059388563e-40,9.02998377555056,0.143,0,3.71211597924903e-36,"AC007848.1","11","Up in KO"
1.23281059388563e-40,8.32114040020469,0.143,0,3.71211597924903e-36,"AC079598.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"SMIM2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"RORA-AS2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"TMEM238L","11","Up in KO"
1.23281059388563e-40,8.32114040020469,0.143,0,3.71211597924903e-36,"AC073534.2","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"AL121897.1","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"CHRNA4","11","Up in KO"
1.23281059388563e-40,7.75655943366384,0.143,0,3.71211597924903e-36,"LINC00160","11","Up in KO"
1.23281059388563e-40,8.29208369547544,0.143,0,3.71211597924903e-36,"SPIN4-AS1","11","Up in KO"
2.52883666659144e-40,6.85661541342405,0.286,0.002,7.61458008677347e-36,"LINC02749","11","Up in KO"
5.66034170484706e-21,8.54739254435872,0.143,0.001,1.7043854907465e-16,"FSIP2-AS2","11","Up in KO"
5.66034170484706e-21,8.18751935663447,0.143,0.001,1.7043854907465e-16,"RHOA-IT1","11","Up in KO"
5.66034170484706e-21,7.93387533134389,0.143,0.001,1.7043854907465e-16,"AC121764.1","11","Up in KO"
5.66034170484706e-21,7.82551391085694,0.143,0.001,1.7043854907465e-16,"AC117386.2","11","Up in KO"
5.66034170484706e-21,8.45004583538064,0.143,0.001,1.7043854907465e-16,"AC096773.1","11","Up in KO"
5.66034170484706e-21,7.90446133482423,0.143,0.001,1.7043854907465e-16,"MPIG6B","11","Up in KO"
5.66034170484706e-21,7.64650503846665,0.143,0.001,1.7043854907465e-16,"AC006348.1","11","Up in KO"
5.66034170484706e-21,8.55920447575737,0.143,0.001,1.7043854907465e-16,"AC132219.1","11","Up in KO"
5.66034170484706e-21,8.30325817340264,0.143,0.001,1.7043854907465e-16,"AL354733.1","11","Up in KO"
5.66034170484706e-21,8.48334274728351,0.143,0.001,1.7043854907465e-16,"MUC15","11","Up in KO"
5.66034170484706e-21,9.13137916653883,0.143,0.001,1.7043854907465e-16,"AP001978.1","11","Up in KO"
