"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
0,-2.33002087873496,0.374,0.651,0,"MARCKS","Down in KO"
0,1.86329847869682,0.56,0.285,0,"GALNT10","Up in KO"
0,4.55068010505911,0.306,0.031,0,"EMX2OS","Up in KO"
0,-4.23829231040431,0.032,0.306,0,"ROBO1","Down in KO"
0,0.599638903071347,0.81,0.536,0,"RARRES2","Up in KO"
0,-13.8780945756195,0,0.272,0,"TUSC1","Down in KO"
0,1.83252462512043,0.573,0.301,0,"AL137139.2","Up in KO"
0,2.08304974490525,0.502,0.231,0,"LAMB1","Up in KO"
0,-3.58547462359377,0.077,0.348,0,"DLK1","Down in KO"
0,3.79242053059009,0.332,0.062,0,"CYP1B1-AS1","Up in KO"
0,-2.26827042950144,0.425,0.695,0,"JPT1","Down in KO"
0,1.59328957152681,0.655,0.387,0,"RMST","Up in KO"
0,0.89470736938887,0.854,0.587,0,"ID1","Up in KO"
0,1.94810950052899,0.502,0.236,0,"PALMD","Up in KO"
0,2.3931638569315,0.387,0.122,0,"DIO3","Up in KO"
0,1.39663109624377,0.606,0.341,0,"TIMP3","Up in KO"
0,-2.12288573891781,0.189,0.449,0,"MGST1","Down in KO"
0,2.15925446376644,0.376,0.116,0,"IGFBP4","Up in KO"
0,-2.75474474823146,0.666,0.925,0,"TUBA1A","Down in KO"
0,1.75945916533867,0.611,0.353,0,"FAM89A","Up in KO"
0,-3.38528049389706,0.06,0.318,0,"GAP43","Down in KO"
0,1.89680036475788,0.509,0.251,0,"PRKG1","Up in KO"
0,1.84283456225887,0.512,0.254,0,"CPXM2","Up in KO"
0,2.6125474991799,0.337,0.08,0,"IFI16","Up in KO"
0,-1.8704898406383,0.087,0.344,0,"TSTD1","Down in KO"
0,2.74694958983831,0.344,0.087,0,"DDIT4L","Up in KO"
0,-1.99596582285511,0.202,0.459,0,"YWHAH","Down in KO"
0,1.58882776165105,0.629,0.372,0,"MT-ND6","Up in KO"
0,1.52378310568271,0.417,0.163,0,"NUPR1","Up in KO"
0,1.11157065910591,0.683,0.43,0,"PIP5K1B","Up in KO"
0,-2.39788469401656,0.076,0.329,0,"BAALC","Down in KO"
0,2.2102598564174,0.426,0.174,0,"COL9A2","Up in KO"
0,-2.77076663199954,0.138,0.388,0,"TMSB15A","Down in KO"
0,2.01404440758833,0.47,0.22,0,"SASH1","Up in KO"
0,2.59013898553778,0.325,0.076,0,"SAMD9","Up in KO"
0,-2.01560841239849,0.114,0.362,0,"APLP1","Down in KO"
0,2.32206080932789,0.401,0.155,0,"COBLL1","Up in KO"
0,-1.43454371601554,0.218,0.464,0,"CBR1","Down in KO"
0,1.17377911711949,0.981,0.735,0,"IFITM3","Up in KO"
0,0.740391393272917,0.642,0.396,0,"NDUFA4L2","Up in KO"
0,1.7899162260289,0.553,0.308,0,"DMD","Up in KO"
0,-1.00945686973331,0.252,0.497,0,"DNAJC15","Down in KO"
0,1.34085042092798,0.449,0.205,0,"PSMB8","Up in KO"
0,0.969880901574575,0.826,0.583,0,"NFIA","Up in KO"
0,1.30211626990708,0.79,0.548,0,"KAZN","Up in KO"
0,-1.28377191794471,0.309,0.55,0,"CPE","Down in KO"
0,1.89369420221223,0.471,0.231,0,"COLEC12","Up in KO"
0,-3.903066565348,0.025,0.264,0,"GREB1L","Down in KO"
0,1.51455114478957,0.595,0.356,0,"ZNF521","Up in KO"
0,-1.25941803759922,0.45,0.689,0,"CYCS","Down in KO"
0,2.93538689267607,0.32,0.082,0,"IQGAP2","Up in KO"
0,3.31222246271347,0.289,0.051,0,"DGKB","Up in KO"
0,-5.33208898347403,0.005,0.243,0,"C19orf81","Down in KO"
0,-2.62712482253676,0.059,0.296,0,"AC004540.2","Down in KO"
0,1.22572059126944,0.562,0.326,0,"CP","Up in KO"
0,-2.28065399732055,0.204,0.44,0,"FABP7","Down in KO"
0,-5.87699336280034,0.004,0.239,0,"AC092958.1","Down in KO"
0,1.30047355375037,0.726,0.492,0,"PDE10A","Up in KO"
0,-3.14687237119615,0.081,0.314,0,"TENM2","Down in KO"
0,-3.25381231293133,0.063,0.296,0,"IGFBPL1","Down in KO"
0,0.890469790825933,0.712,0.479,0,"MT2A","Up in KO"
0,1.88731536565695,0.454,0.222,0,"SOX6","Up in KO"
0,1.93533729855193,0.352,0.12,0,"IFI44","Up in KO"
0,1.94591081704126,0.407,0.175,0,"RNF213","Up in KO"
0,1.83676813534145,0.416,0.184,0,"NFIX","Up in KO"
0,2.03425774503862,0.425,0.194,0,"SERINC5","Up in KO"
0,0.610913242733905,0.948,0.717,0,"APOE","Up in KO"
0,-4.54840541341853,0.01,0.241,0,"JOSD2","Down in KO"
0,-1.62780059337199,0.17,0.4,0,"GSTA4","Down in KO"
0,2.26585627676792,0.384,0.154,0,"DSEL","Up in KO"
0,-2.60279396785605,0.072,0.301,0,"CRIP1","Down in KO"
0,-1.40775036435351,0.28,0.507,0,"COTL1","Down in KO"
0,1.50443200707604,0.871,0.645,0,"PDIA3","Up in KO"
0,-2.74235323131038,0.171,0.395,0,"TCF7L2","Down in KO"
0,-4.78737792904802,0.014,0.238,0,"DPYSL3","Down in KO"
0,-2.91973170914608,0.058,0.282,0,"PPP1R14C","Down in KO"
0,3.23666350390115,0.266,0.045,0,"PAPPA2","Up in KO"
0,-1.14153135350482,0.292,0.513,0,"COPS8","Down in KO"
0,1.68327333133579,0.528,0.307,0,"LMAN1","Up in KO"
0,2.03507592851251,0.392,0.171,0,"CDC42EP3","Up in KO"
0,-3.69179896834491,0.038,0.259,0,"TMEM158","Down in KO"
0,1.57915871664976,0.886,0.665,0,"HSP90B1","Up in KO"
0,-1.04895519854115,0.423,0.643,0,"FKBP1A","Down in KO"
0,-2.10052675925821,0.079,0.299,0,"LINC02315","Down in KO"
0,1.20378199402275,0.605,0.386,0,"PLCB1","Up in KO"
0,-1.8326934147007,0.368,0.586,0,"CKB","Down in KO"
0,-0.984275725715327,0.296,0.513,0,"HIGD1A","Down in KO"
0,1.82202978813687,0.461,0.244,0,"STIM2","Up in KO"
0,-1.77663323434107,0.125,0.342,0,"TMTC2","Down in KO"
0,1.35553529723618,0.672,0.455,0,"NPAS3","Up in KO"
0,1.57807700245901,0.548,0.331,0,"ZNF106","Up in KO"
0,-3.21168737063825,0.034,0.251,0,"NLGN1","Down in KO"
0,1.34506210762065,0.596,0.379,0,"GPC6","Up in KO"
0,2.52290498817737,0.304,0.088,0,"SGCD","Up in KO"
0,1.51851941286978,0.849,0.633,0,"HSPA5","Up in KO"
0,1.26834122307937,0.731,0.515,0,"APLP2","Up in KO"
0,0.919603060150653,0.98,0.765,0,"IFI6","Up in KO"
0,2.09822540468103,0.415,0.2,0,"MED12L","Up in KO"
0,1.58568604411742,0.502,0.288,0,"AC008771.1","Up in KO"
0,2.69326248401403,0.274,0.06,0,"XAF1","Up in KO"
0,1.46257402174917,0.569,0.355,0,"ZFP36L2","Up in KO"
0,1.63469309313605,0.461,0.248,0,"AC104041.1","Up in KO"
0,2.18185171556407,0.359,0.146,0,"DIPK2A","Up in KO"
0,1.02246151424768,0.778,0.566,0,"PDE4D","Up in KO"
0,1.99456242546511,0.392,0.18,0,"PCSK6","Up in KO"
0,-5.58004741986434,0.014,0.226,0,"NEFL","Down in KO"
0,1.54812621415402,0.486,0.274,0,"C1R","Up in KO"
0,-3.35101998758015,0.057,0.268,0,"GNG3","Down in KO"
0,-1.56120712258472,0.183,0.394,0,"TTTY14","Down in KO"
0,-3.6080528367858,0.029,0.24,0,"ADGRB3","Down in KO"
0,-3.41059408158402,0.033,0.243,0,"PBX3","Down in KO"
0,1.73493225709422,0.406,0.197,0,"FARP1","Up in KO"
0,2.30313594960427,0.323,0.114,0,"GAREM1","Up in KO"
0,2.70012483411906,0.295,0.086,0,"OLFM3","Up in KO"
0,1.26248725933169,0.69,0.481,0,"NRG3","Up in KO"
0,1.66387822933593,0.435,0.227,0,"EPB41L4A","Up in KO"
0,-1.90022208342668,0.115,0.322,0,"CHN1","Down in KO"
0,1.91794879543654,0.385,0.178,0,"EGLN3","Up in KO"
0,1.33824542475131,0.569,0.362,0,"COL18A1","Up in KO"
0,-2.5593384547105,0.058,0.264,0,"AKAP6","Down in KO"
0,-1.74646665416065,0.128,0.334,0,"GDI1","Down in KO"
0,1.56378776554687,0.484,0.278,0,"GOLGA4","Up in KO"
0,2.13549182290173,0.352,0.147,0,"LEF1","Up in KO"
0,-1.20388551921103,0.212,0.417,0,"RTL8C","Down in KO"
0,-2.59476194853485,0.083,0.288,0,"RCAN1","Down in KO"
0,1.40072296760822,0.592,0.388,0,"CUX1","Up in KO"
0,0.660761293745564,0.6,0.396,0,"CD9","Up in KO"
0,-0.968581801143038,0.398,0.602,0,"GET1","Down in KO"
0,1.80246003947043,0.32,0.117,0,"PRSS56","Up in KO"
0,2.57137954696157,0.296,0.093,0,"KIAA1522","Up in KO"
0,-4.42035227044961,0.01,0.213,0,"FIGN","Down in KO"
0,1.96593955455276,0.415,0.213,0,"SULF1","Up in KO"
0,-1.39166985967778,0.169,0.371,0,"SNHG9","Down in KO"
0,0.964885552024837,0.678,0.48,0,"TTC3","Up in KO"
0,-2.8537616676647,0.062,0.26,0,"NSG1","Down in KO"
0,1.62849340038365,0.335,0.137,0,"IFI35","Up in KO"
0,1.10157661935938,0.369,0.171,0,"PLAAT4","Up in KO"
0,2.09295693502294,0.297,0.099,0,"AFF2","Up in KO"
0,2.67374779481337,0.27,0.073,0,"KCNIP1","Up in KO"
0,1.20640625063485,0.837,0.64,0,"SPATS2L","Up in KO"
0,2.4753423957198,0.265,0.069,0,"RSAD2","Up in KO"
0,1.92339191042728,0.387,0.191,0,"MAMDC2","Up in KO"
0,-4.62683089553254,0.014,0.21,0,"ELAVL3","Down in KO"
0,1.14876109586642,0.573,0.377,0,"PHLDA1","Up in KO"
0,1.93424009017063,0.368,0.173,0,"EPAS1","Up in KO"
0,-1.28559444475849,0.266,0.461,0,"VAMP2","Down in KO"
0,1.11639589168849,0.823,0.628,0,"KTN1","Up in KO"
0,-1.04968641545034,0.575,0.769,0,"NDUFB3","Down in KO"
0,1.29913638476615,0.546,0.352,0,"PDE3A","Up in KO"
0,1.09678649468607,0.318,0.124,0,"PLCG2","Up in KO"
0,-1.13646414445369,0.587,0.78,0,"TUBA1B","Down in KO"
0,3.63304338989543,0.218,0.025,0,"TRIM67","Up in KO"
0,-2.35157116181638,0.063,0.256,0,"TSPAN13","Down in KO"
0,1.24689832056752,0.476,0.284,0,"GRM8","Up in KO"
0,1.27840101962376,0.492,0.3,0,"KIAA1217","Up in KO"
0,-1.05218848322577,0.18,0.372,0,"SYMPK","Down in KO"
0,-2.29972257893353,0.073,0.265,0,"AC233296.1","Down in KO"
0,1.341646824849,0.775,0.584,0,"MIR99AHG","Up in KO"
0,1.39464685727244,0.426,0.235,0,"ARHGAP29","Up in KO"
0,-1.84167980484426,0.115,0.306,0,"AP1S2","Down in KO"
0,2.12431086919926,0.344,0.153,0,"UST","Up in KO"
0,-0.854067168216534,0.457,0.647,0,"ATP5F1B","Down in KO"
0,4.43460058503934,0.218,0.028,0,"ADAMTS1","Up in KO"
0,1.71717494637186,0.399,0.21,0,"P2RY14","Up in KO"
0,1.58447731321467,0.437,0.248,0,"CCDC6","Up in KO"
0,2.15299236904746,0.332,0.144,0,"STON2","Up in KO"
0,2.36228844991343,0.269,0.081,0,"PARP9","Up in KO"
0,2.01119585436924,0.315,0.127,0,"ZNF503","Up in KO"
0,-1.09030212487403,0.147,0.334,0,"PPT1","Down in KO"
0,-3.54799703996742,0.031,0.218,0,"GRID2","Down in KO"
0,-1.19542177624796,0.176,0.363,0,"C12orf75","Down in KO"
0,1.26944407963368,0.608,0.421,0,"TSC22D1","Up in KO"
0,1.95867891843494,0.37,0.183,0,"PRKCA","Up in KO"
0,1.19372999434075,0.608,0.422,0,"OSBPL1A","Up in KO"
0,3.94965108728753,0.204,0.019,0,"HIST1H1D","Up in KO"
0,-1.89695236806451,0.067,0.252,0,"NSMCE1","Down in KO"
0,-1.0088941857384,0.484,0.668,0,"FABP5","Down in KO"
0,0.801502376843119,0.81,0.626,0,"RPS4Y1","Up in KO"
0,-5.20341899333514,0.004,0.188,0,"LRRC4B","Down in KO"
0,-3.49527801847021,0.028,0.211,0,"NRXN1","Down in KO"
0,2.30205777266989,0.259,0.076,0,"DTX3L","Up in KO"
0,1.0525895232925,0.612,0.429,0,"CALD1","Up in KO"
0,-1.62619744580074,0.113,0.296,0,"TSPAN7","Down in KO"
0,-2.37967157852637,0.06,0.242,0,"DCLK1","Down in KO"
0,-2.67399363939127,0.035,0.217,0,"JAM2","Down in KO"
0,1.08906371046629,0.68,0.499,0,"RCN1","Up in KO"
0,1.69104969283889,0.365,0.184,0,"PHF3","Up in KO"
0,-1.21069896643853,0.179,0.36,0,"NELL2","Down in KO"
0,2.2926251769706,0.29,0.11,0,"ROR1","Up in KO"
0,-4.00434550960601,0.015,0.195,0,"EPHA3","Down in KO"
0,-3.38523232070239,0.043,0.222,0,"PANTR1","Down in KO"
0,-5.00438673642789,0.006,0.185,0,"ZEB2","Down in KO"
0,1.71970502481654,0.367,0.188,0,"GJA1","Up in KO"
0,2.02270196852707,0.318,0.139,0,"C1S","Up in KO"
0,1.76600439283943,0.35,0.171,0,"EML4","Up in KO"
0,-3.5038379106823,0.02,0.198,0,"FAT3","Down in KO"
0,2.65887282028889,0.241,0.063,0,"MMP23B","Up in KO"
0,-1.94879240998701,0.066,0.244,0,"ESRRG","Down in KO"
0,1.63899314320985,0.365,0.187,0,"ARL4D","Up in KO"
0,-1.40888144380906,0.183,0.36,0,"ABRACL","Down in KO"
0,0.934668883280699,0.808,0.632,0,"PSAP","Up in KO"
0,-2.53313754466365,0.117,0.293,0,"KIF5C","Down in KO"
0,1.45757959138745,0.415,0.239,0,"RFC1","Up in KO"
0,2.97814405527001,0.224,0.048,0,"DDX60","Up in KO"
0,1.1260601988239,0.668,0.493,0,"SRRM2","Up in KO"
0,1.46240410283192,0.424,0.249,0,"STAG2","Up in KO"
0,-2.34025240454868,0.369,0.543,0,"PTN","Down in KO"
0,2.12505532729802,0.3,0.126,0,"GALNT5","Up in KO"
0,0.910989771628124,0.598,0.424,0,"PSME1","Up in KO"
0,-2.67364215008917,0.043,0.217,0,"GNG2","Down in KO"
0,1.86887276255398,0.334,0.161,0,"SAMHD1","Up in KO"
0,-4.30023985062842,0.011,0.184,0,"SCG3","Down in KO"
0,0.797266971831079,0.72,0.547,0,"MDK","Up in KO"
0,1.08451011544937,0.772,0.6,0,"PDIA6","Up in KO"
0,1.20019899233293,0.53,0.358,0,"RSL1D1","Up in KO"
0,-4.14741824972635,0.008,0.18,0,"RLF","Down in KO"
0,1.40864518315707,0.428,0.256,0,"SLC39A10","Up in KO"
0,0.868464166130986,0.693,0.521,0,"GAS5","Up in KO"
0,-1.07149434077846,0.605,0.776,0,"CTNNB1","Down in KO"
0,2.67680441850226,0.223,0.052,0,"HERC6","Up in KO"
0,-2.56084752785923,0.057,0.228,0,"RFX4","Down in KO"
0,-5.46595365554191,0.005,0.176,0,"AL353747.4","Down in KO"
0,2.2977910937353,0.263,0.093,0,"SH3RF1","Up in KO"
0,-2.50811566644456,0.067,0.237,0,"NCAM1","Down in KO"
0,2.42030921590191,0.255,0.085,0,"GRIN2A","Up in KO"
0,-2.20704968968171,0.04,0.21,0,"INSR","Down in KO"
0,-1.24486542714901,0.109,0.278,0,"LINC00467","Down in KO"
0,1.47226652413106,0.431,0.262,0,"PDZRN3","Up in KO"
0,0.928800537978404,0.734,0.566,0,"SLC35F1","Up in KO"
0,2.35814230713692,0.233,0.065,0,"EPSTI1","Up in KO"
0,2.97615578497864,0.214,0.046,0,"KISS1R","Up in KO"
0,1.02320695461864,0.714,0.546,0,"CANX","Up in KO"
0,-1.92693231494223,0.118,0.285,0,"RND3","Down in KO"
0,1.12290928598917,0.495,0.328,0,"CTNNAL1","Up in KO"
0,-2.09088891354802,0.133,0.3,0,"SYT1","Down in KO"
0,0.943621066452977,0.623,0.456,0,"LGALS3BP","Up in KO"
0,-1.69115303498549,0.544,0.711,0,"MARCKSL1","Down in KO"
0,0.736433385285521,0.706,0.539,0,"FOS","Up in KO"
0,3.37949344932399,0.203,0.037,0,"NT5E","Up in KO"
0,-4.65449237415903,0.011,0.177,0,"STMN4","Down in KO"
0,0.694124754674867,0.694,0.528,0,"TPM1","Up in KO"
0,3.20448222721429,0.204,0.039,0,"OAS2","Up in KO"
0,0.964145879464366,0.566,0.401,0,"BTG1","Up in KO"
0,-2.19742094051755,0.066,0.23,0,"KIF5A","Down in KO"
0,-1.42761463521018,0.082,0.246,0,"PRADC1","Down in KO"
0,2.48114730801958,0.247,0.083,0,"RAB11FIP2","Up in KO"
0,-2.85007723990193,0.05,0.214,0,"CDKN2D","Down in KO"
0,-5.59548161266673,0.004,0.167,0,"TOX","Down in KO"
0,-4.01192183027889,0.031,0.194,0,"RBP4","Down in KO"
0,-1.55547256844493,0.129,0.292,0,"PDCL3","Down in KO"
0,-0.897530277460059,0.568,0.73,0,"RTN4","Down in KO"
0,-1.16403216387556,0.113,0.275,0,"MTHFD2L","Down in KO"
0,1.23788186177268,0.991,0.829,0,"B2M","Up in KO"
0,2.78298211766037,0.212,0.05,0,"SLC2A3","Up in KO"
0,-1.67763806557374,0.108,0.269,0,"C11orf88","Down in KO"
0,-2.51442132222586,0.075,0.236,0,"CRMP1","Down in KO"
0,-1.70066143024317,0.104,0.264,0,"TENM3","Down in KO"
0,1.06727740133845,0.528,0.369,0,"EIF4B","Up in KO"
0,-1.54729207606325,0.098,0.256,0,"AC012146.1","Down in KO"
0,1.00806511516261,0.578,0.42,0,"ARL4C","Up in KO"
0,-0.883449501176222,0.561,0.719,0,"KRT10","Down in KO"
0,0.915096996830806,0.884,0.727,0,"CALR","Up in KO"
0,1.18331605730513,0.5,0.343,0,"PDLIM5","Up in KO"
0,-1.42952858645683,0.079,0.235,0,"DDAH1","Down in KO"
0,0.789826544829004,0.708,0.552,0,"CDO1","Up in KO"
0,1.17664071776293,0.508,0.353,0,"EXT1","Up in KO"
0,-1.6265239251431,0.092,0.246,0,"PEA15","Down in KO"
0,0.945184778213078,0.699,0.546,0,"COPRS","Up in KO"
0,-2.5458202136423,0.058,0.21,0,"PKIA","Down in KO"
0,-1.91857202635669,0.068,0.22,0,"CCND2","Down in KO"
0,0.71615369999865,0.96,0.808,0,"CLU","Up in KO"
0,-2.55669872190991,0.056,0.206,0,"RASGEF1B","Down in KO"
0,-3.5546009475348,0.014,0.164,0,"LIN7A","Down in KO"
0,-1.88302043762346,0.65,0.799,0,"STMN1","Down in KO"
0,-1.07133698258256,0.639,0.788,0,"YWHAQ","Down in KO"
0,0.989303064597072,0.619,0.47,0,"EMC2","Up in KO"
0,5.8910724421943,0.154,0.005,0,"AL354863.1","Up in KO"
0,-0.859812661023229,0.567,0.715,0,"COX17","Down in KO"
0,-1.85410437878176,0.083,0.231,0,"EEF1A2","Down in KO"
0,3.26524794975474,0.179,0.031,0,"AC116049.2","Up in KO"
0,-1.81352330592287,0.062,0.209,0,"GYG1","Down in KO"
0,-4.98669744173145,0.006,0.153,0,"ZMAT4","Down in KO"
0,-4.44309718237927,0.01,0.157,0,"RUNX1T1","Down in KO"
0,-2.51578956374384,0.033,0.18,0,"SLAIN1","Down in KO"
0,0.694359379034313,0.845,0.699,0,"NCL","Up in KO"
0,-1.73067284918401,0.059,0.205,0,"RIIAD1","Down in KO"
0,3.58595445900126,0.169,0.024,0,"TMEM255A","Up in KO"
0,-3.90944008558504,0.024,0.167,0,"HES6","Down in KO"
0,-2.16761388101056,0.056,0.199,0,"ANK3","Down in KO"
0,-3.38246969573424,0.02,0.163,0,"INA","Down in KO"
0,-2.40547309136348,0.044,0.187,0,"IL13RA2","Down in KO"
0,-2.57816559206683,0.037,0.18,0,"CXCR4","Down in KO"
0,-2.37724673299169,0.484,0.626,0,"SOX4","Down in KO"
0,-0.871057783731177,0.618,0.76,0,"GABARAPL2","Down in KO"
0,-5.4824764558349,0.003,0.145,0,"PAX3","Down in KO"
0,0.747164971474987,0.829,0.687,0,"EEF1D","Up in KO"
0,0.76819801040684,0.681,0.54,0,"WLS","Up in KO"
0,-3.31583726561762,0.018,0.159,0,"TRIM36","Down in KO"
0,-1.04365197999474,0.672,0.813,0,"NDUFB1","Down in KO"
0,-3.41590069323282,0.017,0.157,0,"PDE1A","Down in KO"
0,-3.65511819407372,0.016,0.156,0,"ROBO2","Down in KO"
0,-4.59883128065449,0.008,0.148,0,"GRIA4","Down in KO"
0,-1.68866961085008,0.052,0.191,0,"SLC13A4","Down in KO"
0,-2.00009017489212,0.051,0.19,0,"C9orf135","Down in KO"
0,-2.16502962695098,0.035,0.173,0,"CARMIL1","Down in KO"
0,0.645867222467798,0.66,0.525,0,"SQSTM1","Up in KO"
0,-3.05004448818576,0.028,0.163,0,"MAPT","Down in KO"
0,-2.02148117695231,0.046,0.181,0,"MMD","Down in KO"
0,-4.50528104785882,0.007,0.142,0,"RALYL","Down in KO"
0,-5.02364010970264,0.003,0.137,0,"IQCA1","Down in KO"
0,-2.78237608414586,0.027,0.161,0,"CACNA2D1","Down in KO"
0,-3.36505724913278,0.02,0.153,0,"PPFIA2","Down in KO"
0,-2.27916730078192,0.029,0.161,0,"SOSTDC1","Down in KO"
0,-6.32479397604991,0.002,0.133,0,"SP9","Down in KO"
0,0.704006251490295,0.799,0.668,0,"ZFAS1","Up in KO"
0,-10.4693382456575,0,0.13,0,"ECHDC3","Down in KO"
0,-1.88619180571539,0.066,0.196,0,"FBLN5","Down in KO"
0,-3.84716248361458,0.016,0.146,0,"NECAB2","Down in KO"
