"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
2.87913784082155e-132,-0.438590360751666,0.817,0.838,8.66937195249775e-128,"PRDX2","NS"
3.26252285104339e-132,-0.552594596446767,0.581,0.681,9.82378255677674e-128,"ATP5MC1","Down in KO"
3.35540604618815e-132,-0.636431849001055,0.184,0.31,1.01034631456771e-127,"ILK","Down in KO"
3.52742517509878e-132,-0.556631087756422,0.354,0.507,1.062142994474e-127,"PPP4C","Down in KO"
3.69981533207e-132,-0.654963239433648,0.346,0.491,1.1140513946396e-127,"CHCHD5","Down in KO"
3.78074625807071e-132,-1.07020731689487,0.081,0.166,1.13842050576767e-127,"NRG1","Down in KO"
4.27081603839885e-132,1.19722964530749,0.297,0.195,1.28598541732228e-127,"TTC37","Up in KO"
8.76501357484818e-132,0.811215744182234,0.428,0.33,2.63923323752254e-127,"FSTL1","Up in KO"
8.9878716451429e-132,2.00386889706991,0.158,0.068,2.70633803106898e-127,"COL26A1","Up in KO"
1.08186224711345e-131,2.31091784254378,0.113,0.034,3.2575954122833e-127,"TRIM14","Up in KO"
1.53116177816121e-131,0.95942322523906,0.36,0.262,4.61048123022123e-127,"TAF1D","Up in KO"
2.32741627220528e-131,-0.651135115395079,0.164,0.282,7.00808313723731e-127,"RETREG2","Down in KO"
2.4944479219434e-131,1.20463753269836,0.281,0.177,7.51103213776376e-127,"SINHCAF","Up in KO"
3.51686679234739e-131,-0.943227072537012,0.103,0.196,1.05896375984372e-126,"ROPN1L","Down in KO"
4.30774057916209e-131,-0.616925609775473,0.391,0.536,1.2971037657915e-126,"PCBP1","Down in KO"
5.32160142427822e-131,-0.632549726531438,0.247,0.38,1.60238740486441e-126,"SCG5","Down in KO"
5.36827367909557e-131,-0.633408672444507,0.268,0.407,1.61644088751247e-126,"PFDN4","Down in KO"
6.01862986799505e-131,-0.317199172017132,0.882,0.881,1.81226963955199e-126,"ELOB","NS"
7.38805315619056e-131,-0.61794173274358,0.163,0.282,2.22461668586054e-126,"CFAP20","Down in KO"
1.19651412522866e-130,-0.579256147139749,0.386,0.532,3.60282368247603e-126,"NDUFS3","Down in KO"
1.96358416026851e-130,-1.09457169241923,0.039,0.103,5.91254826498452e-126,"RNF175","Down in KO"
4.38969328695229e-130,-0.637806046909744,0.214,0.346,1.32178054563421e-125,"PPP1R7","Down in KO"
4.73370113743607e-130,0.923407576433378,0.404,0.303,1.42536474949337e-125,"DDIT4","Up in KO"
6.19075192163567e-130,1.81301456234907,0.149,0.061,1.86409731112372e-125,"AC005237.1","Up in KO"
6.6344352419333e-130,-0.886407897307997,0.222,0.351,1.99769479569854e-125,"TUBA1C","Down in KO"
9.02245365738222e-130,1.62169280366792,0.238,0.141,2.71675102077436e-125,"SNTB1","Up in KO"
1.39538713408005e-129,-0.575239058611723,0.385,0.532,4.20165019942844e-125,"GLUL","Down in KO"
1.70456261536552e-129,-0.587219213057731,0.188,0.315,5.13260849112713e-125,"MTRES1","Down in KO"
2.64299764958447e-129,1.14768652227189,0.322,0.22,7.95833022266381e-125,"MXI1","Up in KO"
3.79240971125414e-129,-1.00868695949386,0.049,0.119,1.14193248815574e-124,"GUCY1A2","Down in KO"
4.59748035531903e-129,-0.576956243453587,0.337,0.483,1.38434730979011e-124,"CYC1","Down in KO"
4.73531562133578e-129,1.85498119417894,0.134,0.049,1.42585088674042e-124,"KCNMB2","Up in KO"
4.79963109411011e-129,-1.11911915123328,0.039,0.103,1.4452169187475e-124,"DAW1","Down in KO"
8.01436426333001e-129,-0.812556190593115,0.071,0.154,2.4132052233313e-124,"PRMT6","Down in KO"
8.21164578546454e-129,-0.621138234803031,0.189,0.314,2.47260866246123e-124,"SRSF6","Down in KO"
1.84088196863195e-128,-0.67910471962351,0.338,0.481,5.54307969574765e-124,"RBM4","Down in KO"
1.88121546505233e-128,1.03233845138498,0.345,0.246,5.66452788681908e-124,"CA14","Up in KO"
2.81916489403617e-128,-0.873710701818092,0.06,0.136,8.48878741243231e-124,"MGAT2","Down in KO"
3.35844863929472e-128,-1.03761635394146,0.084,0.169,1.01126246977803e-123,"LIMD2","Down in KO"
3.99187312027935e-128,-0.681216206312062,0.105,0.203,1.20199291524731e-123,"GABARAPL1","Down in KO"
4.67481101924514e-128,-0.491531615827645,0.587,0.693,1.4076323460049e-123,"STMP1","NS"
5.75435669082278e-128,-0.754043313475299,0.09,0.181,1.73269434317365e-123,"AP5M1","Down in KO"
7.14039066335564e-128,-0.667446464990104,0.415,0.539,2.15004303264302e-123,"FXYD6","Down in KO"
7.73688891965895e-128,-0.655249698611278,0.089,0.179,2.32965462259851e-123,"ITGAV","Down in KO"
9.66375291034237e-128,0.811420977226053,0.427,0.322,2.90985263883319e-123,"HES1","Up in KO"
9.73751866759091e-128,1.75004314243536,0.174,0.081,2.9320642459983e-123,"KCNE4","Up in KO"
1.77557905931934e-127,-0.691238608630654,0.104,0.201,5.34644610551646e-123,"ASRGL1","Down in KO"
2.74449912893905e-127,-0.882542668248854,0.05,0.12,8.26396132714836e-123,"ZNF280D","Down in KO"
3.2532585315393e-127,2.05802872918322,0.157,0.07,9.79588676431799e-123,"ZCCHC2","Up in KO"
3.53289563937186e-127,-0.729030172970097,0.121,0.224,1.06379020597126e-122,"ZCCHC10","Down in KO"
4.12765878073196e-127,1.25759616700834,0.277,0.178,1.2428793354662e-122,"FAM13A","Up in KO"
4.53154467441981e-127,-0.873686933845121,0.077,0.161,1.36449341691455e-122,"DUSP12","Down in KO"
4.64773492698928e-127,-0.877932078298539,0.126,0.228,1.39947946386574e-122,"SNN","Down in KO"
6.32603533298121e-127,0.367658571937743,0.722,0.655,1.90483249911397e-122,"SEC11A","NS"
6.57513015738099e-127,-0.652321120106403,0.16,0.275,1.97983744168899e-122,"CCDC28B","Down in KO"
8.30732644125676e-127,-1.04451321683537,0.05,0.12,2.50141906472682e-122,"TRIP13","Down in KO"
9.9267836885069e-127,1.5407016638753,0.215,0.119,2.98905383644631e-122,"ITPR1","Up in KO"
2.79752884339221e-126,-0.733227003492957,0.505,0.626,8.42363910033828e-122,"EIF4A1","Down in KO"
6.72044945351596e-126,-0.655432475518414,0.28,0.422,2.02359453494819e-121,"EIF4E","Down in KO"
1.1921482894015e-125,-0.686984047820042,0.223,0.352,3.58967771421684e-121,"ORC4","Down in KO"
1.22098996699031e-125,-0.885684749964701,0.373,0.511,3.67652288960453e-121,"UBE2S","Down in KO"
1.75759360090454e-125,-0.884243881192384,0.138,0.242,5.29229009168367e-121,"MYL9","Down in KO"
1.91321166257694e-125,1.36010642996156,0.224,0.125,5.76087163718543e-121,"RHOU","Up in KO"
2.08242739989932e-125,2.49510527942341,0.102,0.028,6.27039714383685e-121,"GRB14","Up in KO"
2.21940038636578e-125,1.2292027289333,0.253,0.151,6.682836503386e-121,"ARRDC3","Up in KO"
3.50227601990283e-125,1.10376792310911,0.33,0.237,1.05457033235294e-120,"CAST","Up in KO"
4.03059947919065e-125,-0.623420498824594,0.198,0.324,1.2136538091791e-120,"AHSA1","Down in KO"
4.2008909463036e-125,-0.959488248849756,0.191,0.305,1.26493027284148e-120,"ARL6IP6","Down in KO"
5.71088163796051e-125,-1.38124693188496,0.042,0.106,1.71960357000629e-120,"TSC22D3","Down in KO"
5.77461723865935e-125,-0.949542448737091,0.049,0.119,1.73879499673272e-120,"UBAP1L","Down in KO"
1.40197093298888e-124,-0.743464122634693,0.104,0.199,4.22147467632281e-120,"UCHL3","Down in KO"
1.63952953235746e-124,-0.532923073330855,0.236,0.371,4.93678737488156e-120,"FDX1","Down in KO"
1.7655001556119e-124,-0.53776333003851,0.524,0.649,5.31609751856299e-120,"RTRAF","Down in KO"
1.91227354445058e-124,1.92557677754193,0.157,0.07,5.75804686969514e-120,"ZNF217","Up in KO"
3.13265735719467e-124,-1.01879330943308,0.059,0.133,9.43274456824887e-120,"NECAP1","Down in KO"
3.92079381011207e-124,-1.26638678566792,0.054,0.124,1.18059022416284e-119,"ACVR2A","Down in KO"
4.24187910304541e-124,-1.15373310579156,0.404,0.516,1.277272216718e-119,"OLA1","Down in KO"
7.37129160380965e-124,1.04506561226829,0.338,0.241,2.21956961482313e-119,"SPIDR","Up in KO"
9.0977496417866e-124,-1.0535143081199,0.059,0.132,2.73942339463836e-119,"DYDC2","Down in KO"
9.20608826995481e-124,-0.795388047405643,0.11,0.206,2.77204523896609e-119,"NABP2","Down in KO"
9.55699497006074e-124,-0.562274774463345,0.312,0.454,2.87770675543499e-119,"RAB5C","Down in KO"
9.86440013674659e-124,1.06872710994481,0.361,0.269,2.97026952517577e-119,"SMAD2","Up in KO"
2.27005237216834e-123,-0.690072628984509,0.082,0.168,6.83535469783608e-119,"RAMAC","Down in KO"
2.52244597806017e-123,-0.968247704050343,0.054,0.125,7.59533708453699e-119,"LRWD1","Down in KO"
2.69276290550151e-123,1.09136403826838,0.342,0.25,8.1081783847556e-119,"DNAJC3","Up in KO"
2.89466900374641e-123,-0.395783629022254,0.826,0.832,8.71613783718083e-119,"TOMM7","NS"
4.01247592723801e-123,-0.648098796529532,0.087,0.176,1.20819662645064e-118,"CCDC160","Down in KO"
4.65082492051928e-123,-0.701143477856429,0.132,0.236,1.40040989181756e-118,"TSEN15","Down in KO"
6.54097216164783e-123,-0.644424803339488,0.16,0.274,1.96955212759378e-118,"CMAS","Down in KO"
8.70173126010016e-123,-0.677138548208613,0.082,0.168,2.62017829972876e-118,"PERP","Down in KO"
9.71567827130201e-123,-0.615678267251599,0.128,0.232,2.92548788427175e-118,"SMIM12","Down in KO"
1.32304192526369e-122,0.52519056842306,0.573,0.484,3.9838115411615e-118,"IER2","Up in KO"
1.69835815667102e-122,0.530017541578146,0.527,0.454,5.11392624555212e-118,"ANP32B","Up in KO"
2.21411902795265e-122,-1.2053833678741,0.04,0.102,6.66693380506822e-118,"GPR155","Down in KO"
2.30280989286816e-122,-0.581174083968093,0.453,0.588,6.93399086841531e-118,"DNAJB6","Down in KO"
3.92667332808281e-122,1.17056526617099,0.28,0.18,1.18236060581902e-117,"PNPT1","Up in KO"
4.68701115565546e-122,-0.586775183509261,0.12,0.222,1.41130592907942e-117,"SELENON","Down in KO"
5.93246077159881e-122,0.826423382362292,0.42,0.334,1.78632326293612e-117,"GPBP1","Up in KO"
6.18108614068071e-122,-0.371552511214921,0.821,0.836,1.86118684782037e-117,"PRDX5","NS"
7.60502219977198e-122,1.9136313647085,0.147,0.063,2.28994823457334e-117,"UNC5B","Up in KO"
9.25574046125861e-122,-0.853223246445806,0.125,0.224,2.78699601028958e-117,"AL162231.1","Down in KO"
9.85880043789006e-122,1.61900599531346,0.208,0.115,2.96858339985308e-117,"UTRN","Up in KO"
2.16696138288107e-121,-0.670678679303476,0.131,0.236,6.52493741999318e-117,"RIDA","Down in KO"
2.25193722544131e-121,-0.644877849273962,0.26,0.393,6.78080817952632e-117,"TIMM17B","Down in KO"
2.46823483489946e-121,-0.602406508158506,0.123,0.225,7.43210191136575e-117,"MRPL39","Down in KO"
3.66972447104156e-121,-0.585320320502796,0.57,0.684,1.10499073547532e-116,"HNRNPH1","Down in KO"
3.92998114524613e-121,-0.905570676975,0.083,0.166,1.18335662264506e-116,"CCNO","Down in KO"
5.4065901522943e-121,-0.801239988662428,0.123,0.22,1.62797836075734e-116,"MORN5","Down in KO"
5.44756438017296e-121,0.681991055140599,0.461,0.37,1.64031611051388e-116,"ATRX","Up in KO"
7.99762206913352e-121,0.27192428791844,0.799,0.669,2.4081639812368e-116,"NPC2","NS"
9.29046138143006e-121,-0.76007772190376,0.06,0.134,2.7974508265624e-116,"CD58","Down in KO"
1.08144010326812e-120,-1.08672428398008,0.167,0.268,3.25632429495064e-116,"CAMK2N1","Down in KO"
1.10434406830296e-120,0.89665014658854,0.418,0.341,3.32529042406704e-116,"ERLEC1","Up in KO"
1.17544631141639e-120,0.897069699050482,0.387,0.299,3.5393863883059e-116,"TXNRD1","Up in KO"
1.23291237829437e-120,-0.619148612676576,0.138,0.245,3.71242246228218e-116,"CIAPIN1","Down in KO"
1.65077857247084e-120,-0.648886764418245,0.151,0.261,4.97065935956696e-116,"EMD","Down in KO"
1.80409771907697e-120,0.951687134056844,0.371,0.28,5.43231864191266e-116,"NFIC","Up in KO"
1.85204591897835e-120,-0.570107582469387,0.202,0.328,5.5766954666357e-116,"HNRNPL","Down in KO"
2.09769022476488e-120,0.689997051127908,0.508,0.433,6.31635503578952e-116,"CALU","Up in KO"
2.51079959757277e-120,-0.573013704322386,0.35,0.495,7.56026866825138e-116,"ARPC1A","Down in KO"
2.79729643181872e-120,0.892724890630216,0.422,0.336,8.42293928584934e-116,"PARD3B","Up in KO"
3.6254658530752e-120,1.56069343491324,0.202,0.109,1.09166402301947e-115,"COL9A3","Up in KO"
4.12161992044772e-120,-0.810628647688301,0.097,0.185,1.24106097424601e-115,"SPAG8","Down in KO"
6.51780666383386e-120,-0.937160965237078,0.064,0.138,1.96257676454701e-115,"BAIAP2","Down in KO"
7.26275363739428e-120,-1.05671680657072,0.063,0.137,2.18688774775579e-115,"VAMP8","Down in KO"
7.67871532399605e-120,-0.7616300272165,0.138,0.243,2.31213797120845e-115,"RAB9A","Down in KO"
1.05966114171377e-119,-1.02607360128417,0.043,0.106,3.19074566381434e-115,"USB1","Down in KO"
1.23177442959917e-119,1.43510011263273,0.25,0.157,3.70899598496607e-115,"ESYT2","Up in KO"
1.31857643637852e-119,1.16901150311312,0.328,0.237,3.97036550757935e-115,"HIPK2","Up in KO"
1.76240152747695e-119,-0.724790143399424,0.479,0.579,5.30676723938584e-115,"MORN2","Down in KO"
2.54206922380832e-119,-0.914054650775041,0.141,0.244,7.65442463980922e-115,"CHMP1B","Down in KO"
3.89478097138004e-119,-0.56742321515345,0.273,0.409,1.17275749829224e-114,"NDUFAF4","Down in KO"
4.26492034070571e-119,0.75310283826863,0.434,0.347,1.2842101637899e-114,"PRKDC","Up in KO"
4.54747361013542e-119,1.05262900578747,0.318,0.223,1.36928977874788e-114,"SUZ12","Up in KO"
5.42686644435557e-119,1.12015922751058,0.447,0.373,1.63408375505991e-114,"ADGRV1","Up in KO"
5.5509357783721e-119,-0.970542406605214,0.049,0.115,1.67144227222562e-114,"CPEB3","Down in KO"
5.84349117596403e-119,-0.635825381039819,0.145,0.252,1.75953362799453e-114,"ARF6","Down in KO"
6.39416134985078e-119,-0.756288727188978,0.125,0.225,1.92534592405357e-114,"PRELID3B","Down in KO"
8.70961439091182e-119,-0.493493741426598,0.217,0.347,2.62255198924746e-114,"VPS25","NS"
1.07146424812621e-118,0.887273459621607,0.419,0.338,3.22628599753282e-114,"SLC35F5","Up in KO"
1.69836155865631e-118,-0.580062469810409,0.246,0.381,5.11393648927002e-114,"MRPL23","Down in KO"
1.88007276378494e-118,1.44133293867315,0.244,0.152,5.66108709903284e-114,"PDGFRB","Up in KO"
2.03754192511548e-118,-0.702468486675128,0.118,0.216,6.13524249071522e-114,"ZNRF1","Down in KO"
2.13102934004722e-118,1.50220178418723,0.257,0.162,6.4167424458162e-114,"TFPI","Up in KO"
2.35171485065259e-118,-0.8576457891681,0.301,0.427,7.08124858680002e-114,"PTPRS","Down in KO"
2.77361569602836e-118,1.13251175007847,0.311,0.215,8.35163422231098e-114,"MCTP1","Up in KO"
3.97803615969341e-118,0.532463411763029,0.523,0.443,1.19782646804528e-113,"RPL22L1","Up in KO"
4.04196233757652e-118,-0.50426810773133,0.66,0.747,1.21707527946767e-113,"RBX1","Down in KO"
4.05083510468416e-118,-0.53159620063383,0.288,0.428,1.21974695837145e-113,"FAM49B","Down in KO"
4.52241855843355e-118,0.945604428431786,0.358,0.263,1.36174545212993e-113,"SMC3","Up in KO"
4.94944845250211e-118,-0.553148622042771,0.135,0.241,1.49032842353291e-113,"HIPK1","Down in KO"
5.04869438790615e-118,-0.580326471533306,0.267,0.402,1.52021236714242e-113,"MRPS23","Down in KO"
5.36764354043622e-118,-0.504906794134792,0.296,0.437,1.61625114646075e-113,"PUF60","Down in KO"
6.97265570045793e-118,1.06709546945818,0.334,0.243,2.09953635796489e-113,"HDAC4","Up in KO"
1.06001248151792e-117,-0.615127970817273,0.205,0.329,3.19180358309862e-113,"ENOPH1","Down in KO"
1.28207974304059e-117,-0.844547680768291,0.107,0.198,3.86047031426952e-113,"SPOCK2","Down in KO"
1.40752765420121e-117,-0.617047504916548,0.349,0.481,4.23820651956527e-113,"SEC11C","Down in KO"
1.81690773228465e-117,1.7533540898168,0.145,0.062,5.4708908726823e-113,"FAM189A1","Up in KO"
1.82174902967816e-117,-0.858880167024189,0.054,0.123,5.48546850326391e-113,"C7orf57","Down in KO"
1.93332195489898e-117,-0.936189721003531,0.057,0.128,5.82142573839632e-113,"ABHD3","Down in KO"
6.30694944923399e-117,-0.579048500856894,0.153,0.263,1.89908554865885e-112,"TRIM28","Down in KO"
6.86032358795411e-117,1.52353001746601,0.236,0.144,2.06571203556886e-112,"ANGPTL4","Up in KO"
9.53432299094867e-117,-0.821079916395134,0.091,0.178,2.87087999580455e-112,"RABIF","Down in KO"
1.64501184133887e-116,0.998034870408969,0.321,0.227,4.95329515545548e-112,"MITF","Up in KO"
1.87440958245518e-116,-0.421153275708633,0.15,0.262,5.6440346937308e-112,"AMFR","NS"
2.10739138925154e-116,-1.04177787295172,0.049,0.115,6.3455662121753e-112,"PAQR4","Down in KO"
2.95537858205959e-116,-0.700117805108182,0.092,0.179,8.89894044843963e-112,"RIC8A","Down in KO"
3.23638328174479e-116,1.72238587907089,0.152,0.068,9.74507369966173e-112,"CMPK2","Up in KO"
3.31242581170003e-116,0.724078208558022,0.463,0.383,9.97404536160996e-112,"MAGI1","Up in KO"
3.80852570706722e-116,2.48565166287455,0.106,0.034,1.14678517565501e-111,"RPH3AL","Up in KO"
4.33068436329456e-116,-0.736566000585739,0.073,0.152,1.30401236863163e-111,"PRKD1","Down in KO"
6.10193268643083e-116,-0.585334099790592,0.208,0.33,1.83735295121119e-111,"AZIN1","Down in KO"
8.73645998485171e-116,-0.297327664749637,0.928,0.91,2.6306354660387e-111,"BEX3","NS"
8.77557687689721e-116,0.583435735785197,0.524,0.458,2.64241395340252e-111,"NSA2","Up in KO"
2.21419446616041e-115,-0.523432699367354,0.275,0.413,6.66716095705562e-111,"MRPL47","Down in KO"
2.51395926011784e-115,-0.562368405590105,0.303,0.44,7.56978272814084e-111,"RAB4A","Down in KO"
2.65115312890325e-115,-0.663123333901997,0.192,0.307,7.98288718644057e-111,"DBN1","Down in KO"
2.69467197239406e-115,0.852573673523072,0.391,0.298,8.11392677607574e-111,"RBM47","Up in KO"
2.70921761119851e-115,-0.554245647768205,0.417,0.554,8.15772514907985e-111,"SPAG16","Down in KO"
2.85796370342148e-115,-0.494298924897795,0.584,0.664,8.6056145073724e-111,"NDUFB5","NS"
2.97440824811727e-115,-0.548783269237254,0.464,0.597,8.95624067590592e-111,"PSMB2","Down in KO"
4.62299573622117e-115,-0.879369949865696,0.067,0.141,1.39203024613356e-110,"LRRC40","Down in KO"
6.37754635781415e-115,0.975487428474654,0.342,0.251,1.92034298380142e-110,"UVRAG","Up in KO"
1.01890214372537e-114,-1.17205062311229,0.063,0.134,3.06801624497146e-110,"KIAA1211","Down in KO"
2.15725019294574e-114,-0.63900348871159,0.206,0.326,6.49569605597891e-110,"COPS3","Down in KO"
2.21825475365478e-114,-0.561783345957723,0.164,0.276,6.67938688872992e-110,"EWSR1","Down in KO"
2.4332213859312e-114,-0.808858030767843,0.069,0.145,7.32667291517743e-110,"ROGDI","Down in KO"
4.22778892167143e-114,1.16479082354775,0.311,0.219,1.27302952220448e-109,"KLHL29","Up in KO"
4.4362657770455e-114,1.04647256749024,0.338,0.249,1.33580398812617e-109,"IGF2BP3","Up in KO"
4.69836706683322e-114,-0.990390214408196,0.044,0.107,1.41472530749415e-109,"FRRS1L","Down in KO"
6.44204247629018e-114,-0.338289215678418,0.838,0.846,1.93976341003574e-109,"PEBP1","NS"
6.87947300808933e-114,-0.522736925611065,0.372,0.517,2.07147811746578e-109,"MAGED1","Down in KO"
7.30993591797189e-114,-0.601718325982506,0.163,0.273,2.20109480426052e-109,"RNF146","Down in KO"
1.19132670067736e-113,-0.677865050701281,0.137,0.239,3.5872038284096e-109,"TRNAU1AP","Down in KO"
1.45859561489523e-113,-0.934450911275664,0.072,0.148,4.39197725601104e-109,"GABBR1","Down in KO"
1.48421397618008e-113,-0.529809190137943,0.196,0.317,4.46911670367583e-109,"PIP4P2","Down in KO"
1.92341969419501e-113,-0.618334901081699,0.081,0.163,5.79160904119061e-109,"IDH3A","Down in KO"
2.4196811306724e-113,1.23184036916492,0.294,0.205,7.28590185256768e-109,"ATP2B2","Up in KO"
3.83162953345104e-113,-0.694047132108971,0.12,0.217,1.15374196881744e-108,"NUDT7","Down in KO"
5.29594336119406e-113,-0.912289458310108,0.061,0.132,1.59466150548914e-108,"MINCR","Down in KO"
6.62749887631075e-113,1.53460372368892,0.189,0.101,1.99560618664593e-108,"NRIP1","Up in KO"
9.54567097481624e-113,1.22678424288266,0.364,0.262,2.87429698722692e-108,"CDKN1C","Up in KO"
9.88963330325969e-113,-0.565019371109569,0.085,0.168,2.97786748394453e-108,"APEH","Down in KO"
1.00253896743261e-112,1.10003099957934,0.294,0.202,3.01874508483633e-108,"KLF3","Up in KO"
1.21314509602182e-112,2.26397602243302,0.145,0.066,3.65290119863131e-108,"PLPP4","Up in KO"
1.37008398392959e-112,-0.873017995697345,0.085,0.166,4.1254598840104e-108,"CSPG5","Down in KO"
1.38402776208756e-112,1.60861663286804,0.194,0.106,4.16744599442185e-108,"SEC24D","Up in KO"
2.93750455112399e-112,-0.496213157788701,0.579,0.68,8.84511995388945e-108,"NDUFV2","NS"
3.61709578772346e-112,-0.880040267539635,0.055,0.123,1.08914371264141e-107,"TSPAN14","Down in KO"
3.77462189922207e-112,-1.11955879989341,0.052,0.117,1.13657640007476e-107,"KREMEN1","Down in KO"
6.20635433916832e-112,-0.75365861274634,0.107,0.199,1.86879535506697e-107,"MCRS1","Down in KO"
6.54295511523284e-112,-0.475141678706838,0.302,0.441,1.97014921474776e-107,"CAPNS1","NS"
6.5793435022608e-112,1.59016415472737,0.151,0.069,1.98110612196575e-107,"AC105114.2","Up in KO"
1.10672878115825e-111,-0.673150044841475,0.132,0.231,3.3324710329456e-107,"DNAH9","Down in KO"
1.11567305929282e-111,-0.739667394888629,0.099,0.186,3.3594031488366e-107,"FNDC4","Down in KO"
1.42881405769295e-111,1.00088101373378,0.338,0.249,4.30230200911923e-107,"GFPT1","Up in KO"
1.51951309721089e-111,0.778385679099837,0.397,0.308,4.5754058870117e-107,"ILF3","Up in KO"
2.20658271541823e-111,0.269889726151388,0.724,0.669,6.64424121439583e-107,"SNHG6","NS"
2.226595646499e-111,-0.972731061467106,0.573,0.614,6.70450215117315e-107,"S100B","Down in KO"
2.32966247565019e-111,-0.886468008121775,0.149,0.249,7.01484668043029e-107,"LMO4","Down in KO"
2.7819293753961e-111,-0.580380505392041,0.394,0.528,8.37666754225519e-107,"PPA1","Down in KO"
3.07855257425591e-111,-0.661456570163145,0.069,0.143,9.26982965634197e-107,"CFAP52","Down in KO"
3.10167217067459e-111,-0.658787853068219,0.156,0.261,9.33944507311825e-107,"STX12","Down in KO"
3.46891909151482e-111,-0.4896590084685,0.328,0.47,1.04452622764603e-106,"RRAGA","NS"
3.83754039073298e-111,-0.796157228915487,0.255,0.374,1.15552178705361e-106,"YWHAG","Down in KO"
4.45292930413866e-111,1.31629317645682,0.25,0.16,1.34082154276919e-106,"DDX3Y","Up in KO"
4.6865549113065e-111,-1.04937324197327,0.064,0.135,1.4111685493435e-106,"DNAH10","Down in KO"
4.73205070594519e-111,-0.641793957790127,0.141,0.243,1.42486778806716e-106,"LDOC1","Down in KO"
4.97223120673309e-111,-0.596350328312442,0.102,0.192,1.4971885386594e-106,"DR1","Down in KO"
6.12585505083909e-111,0.991605098672769,0.358,0.273,1.84455621435816e-106,"NRDC","Up in KO"
9.49989305011851e-111,1.34667074231105,0.227,0.137,2.86051279632118e-106,"GAS7","Up in KO"
1.46933917322453e-110,-0.798162939954646,0.061,0.133,4.42432718449637e-106,"PITPNM1","Down in KO"
2.08069191479813e-110,1.48869023013883,0.224,0.135,6.26517142464866e-106,"FYB2","Up in KO"
2.79542730876905e-110,-0.556425127517106,0.13,0.229,8.41731116943449e-106,"SPACA9","Down in KO"
2.87414405031091e-110,-0.749871043687068,0.117,0.209,8.65433514989119e-106,"RAP1GDS1","Down in KO"
2.90374912110376e-110,-1.20823113084243,0.042,0.102,8.74347897855553e-106,"MAST2","Down in KO"
3.04945045097892e-110,1.46712178728228,0.212,0.123,9.18220025294263e-106,"RNF8","Up in KO"
3.37392658579753e-110,-0.993909744910195,0.063,0.134,1.01592303424949e-105,"ZNF219","Down in KO"
4.14935856414605e-110,-0.616154769218624,0.068,0.142,1.24941335725002e-105,"TMEM138","Down in KO"
5.42141648848838e-110,-0.86202765723616,0.097,0.182,1.63244271884874e-105,"CNFN","Down in KO"
6.63082716654681e-110,1.69658779161847,0.119,0.045,1.99660836811891e-105,"ABCC4","Up in KO"
6.68886302153093e-110,0.932472539318008,0.373,0.29,2.01408354441318e-105,"NFAT5","Up in KO"
6.74732200867279e-110,-0.632005764669518,0.146,0.249,2.03168613003146e-105,"PHC2","Down in KO"
7.12435338989036e-110,0.921561434227185,0.369,0.282,2.14521404922989e-105,"PRRC2B","Up in KO"
1.16166056062968e-109,0.969054503286858,0.34,0.251,3.49787611411204e-105,"PKN2","Up in KO"
1.24583181956111e-109,0.515646859910425,0.438,0.34,3.75132419188047e-105,"CBX1","Up in KO"
1.37306978772959e-109,-0.302104629036601,0.909,0.893,4.13445043783258e-105,"UQCRB","NS"
1.55985187064219e-109,-0.553398351805589,0.231,0.357,4.69686996769069e-105,"YPEL3","Down in KO"
1.9453680316934e-109,1.10508841113264,0.312,0.225,5.857697680232e-105,"MBNL2","Up in KO"
2.09204120897502e-109,1.36905829117794,0.203,0.114,6.29934528434469e-105,"C5orf56","Up in KO"
3.19724638822891e-109,-0.876076121261431,0.055,0.122,9.62722859959607e-105,"NAP1L3","Down in KO"
3.37734181353439e-109,-0.759759431734472,0.11,0.2,1.01695139347334e-104,"BTBD10","Down in KO"
3.507163758121e-109,-1.36296281331875,0.058,0.125,1.05604207920781e-104,"EPS8L1","Down in KO"
3.94877885025e-109,0.484904774802753,0.599,0.544,1.18901679959878e-104,"KDELR1","NS"
4.19436640065438e-109,0.75425923823325,0.437,0.362,1.26296566690104e-104,"MCFD2","Up in KO"
4.30974197525342e-109,-0.529281195371423,0.138,0.24,1.29770640616856e-104,"PIGC","Down in KO"
4.43036913786583e-109,-1.06810236244613,0.055,0.121,1.33402845110278e-104,"AC079447.1","Down in KO"
6.38085296150429e-109,-0.566987119296783,0.306,0.439,1.92133863523856e-104,"SRM","Down in KO"
7.90533514348935e-109,-0.490368314099993,0.124,0.22,2.38037546505608e-104,"NEK11","NS"
9.15606700840148e-109,0.624678942564532,0.465,0.373,2.75698333689977e-104,"WFDC2","Up in KO"
1.04424454373766e-108,-1.08800905633754,0.044,0.103,3.14432474564846e-104,"SACS","Down in KO"
1.25682180784564e-108,-0.570388674421451,0.211,0.332,3.78441614560401e-104,"SNRNP27","Down in KO"
1.39157508209163e-108,0.902331427390491,0.299,0.202,4.19017172968611e-104,"MT1E","Up in KO"
1.39185821844897e-108,-0.584627310177907,0.186,0.3,4.19102428157169e-104,"DCAF13","Down in KO"
1.4956023051744e-108,0.6290221384347,0.384,0.283,4.50340810111064e-104,"FNBP1L","Up in KO"
1.5059687427461e-108,0.891963705636908,0.337,0.246,4.53462248128279e-104,"PATJ","Up in KO"
