"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,5.52323443645612,0.348,0.024,0,"9","DCC"
0,4.15423729769555,0.344,0.022,0,"9","DCX"
0,4.57806684080697,0.34,0.022,0,"9","MYT1L"
0,4.49839158031751,0.309,0.024,0,"9","XKR4"
0,5.06873855711015,0.647,0.028,0,"10","AL353747.4"
0,4.82214310755848,0.561,0.021,0,"10","PAX3"
0,4.7225098725262,0.58,0.055,0,"10","RBP4"
0,4.9299487188789,0.523,0.018,0,"10","AC092958.4"
0,5.49552603257509,0.457,0.021,0,"10","GDF10"
0,5.09739677281386,0.401,0.021,0,"10","RGCC"
0,6.11440270609969,0.333,0.01,0,"10","AGT"
0,6.61777838131197,0.328,0.006,0,"10","WNT1"
0,5.77150400526232,0.298,0.007,0,"10","LUM"
0,5.01592065355326,0.252,0.009,0,"10","THBS2"
0,3.74410705460362,0.807,0.108,0,"11","S100A6"
0,2.64179625774059,0.762,0.123,0,"11","ECRG4"
0,3.05516282683055,0.581,0.092,0,"11","LINC02609"
0,2.70319491821774,0.646,0.171,0,"11","CYP1B1"
0,2.40333887430531,0.494,0.078,0,"11","CLEC11A"
0,2.65950764163674,0.277,0.039,0,"11","SIGIRR"
0,3.16916768853141,0.261,0.026,0,"11","ECHDC3"
0,2.6309724981674,0.272,0.04,0,"11","AQP5"
1.82460496622596e-253,2.85887638882262,0.383,0.096,5.49406801380298e-249,"11","EGFL6"
1.57622562718748e-241,2.32469180239695,0.286,0.056,4.74617298602423e-237,"11","SOSTDC1"
0,5.57838779848677,0.742,0.019,0,"12","SP9"
0,5.42194721421789,0.763,0.052,0,"12","NEFL"
0,5.88216645329352,0.578,0.009,0,"12","LINC02487"
0,5.72127141579458,0.57,0.012,0,"12","GBX2"
0,5.46503485065531,0.569,0.015,0,"12","GNG8"
0,5.37342460448785,0.565,0.017,0,"12","POU2F2"
0,5.83602230746276,0.523,0.01,0,"12","SCN9A"
0,5.58376784407849,0.395,0.008,0,"12","MIR137HG"
0,5.87862209388092,0.285,0.004,0,"12","GREM2"
0,5.57957082577064,0.274,0.005,0,"12","LINC01821"
0,2.29395954095569,0.654,0.119,0,"13","S100A6"
0,2.47613896977188,0.664,0.133,0,"13","ECRG4"
0,2.23307202336079,0.547,0.108,0,"13","AC092957.1"
1.47483318016303e-295,2.00258734861204,0.325,0.042,4.4408701887889e-291,"13","CDC20B"
2.65373779943853e-262,2.10369354733098,0.479,0.099,7.99066988788937e-258,"13","LINC02609"
6.3116408166924e-252,2.26494581630567,0.464,0.098,1.90049816631425e-247,"13","EGFL6"
4.45538794520833e-174,2.13565602750507,0.299,0.056,1.34156186418168e-169,"13","EPHA3"
3.17791937139774e-133,1.98152016901855,0.389,0.109,9.56903301921573e-129,"13","EMC10"
6.65783119414291e-121,2.03945131078309,0.28,0.065,2.00473955086837e-116,"13","TUSC1"
6.12848284363543e-115,2.13783740270092,0.271,0.065,1.84534746904706e-110,"13","JOSD2"
0,6.58302997235756,0.92,0.033,0,"14","CDC20B"
0,5.66416507276505,0.877,0.091,0,"14","CCNO"
0,5.56545724781454,0.751,0.03,0,"14","LRRC26"
0,4.02395739105518,0.83,0.218,0,"14","CDK2AP2"
0,4.73939658662567,0.58,0.028,0,"14","E2F7"
0,4.84345120213023,0.453,0.016,0,"14","SHISA8"
0,3.87064396040481,0.452,0.043,0,"14","MUC12"
0,4.51896712124399,0.405,0.017,0,"14","PLK4"
0,5.58780452335131,0.258,0.005,0,"14","FOXN4"
0,4.74404577941618,0.255,0.009,0,"14","STMND1"
1.4307679156089e-123,2.81501914507769,0.756,0.727,4.30818527068997e-119,"15","KAZN"
3.90095916355681e-36,2.8812684782888,0.51,0.471,1.17461781373859e-31,"15","TBC1D5"
2.32827481077809e-28,3.08819525009876,0.424,0.35,7.0106682827339e-24,"15","P2RY14"
6.55468872329578e-28,2.75907483711711,0.465,0.411,1.97368232147159e-23,"15","CTNNA2"
1.31668346668967e-27,3.66223274862022,0.295,0.177,3.96466558654926e-23,"15","MAMDC2-AS1"
2.1949741555392e-20,3.0376787827074,0.443,0.428,6.60928667974408e-16,"15","ADGRV1"
5.1841295614779e-17,2.86205251883091,0.368,0.321,1.56099325225661e-12,"15","PRKCA"
4.11140196967162e-12,3.00537819968774,0.293,0.239,1.23798424708782e-07,"15","CUX2"
3.8653808793673e-08,3.02064046050674,0.298,0.277,0.00116390483658629,"15","GNG12-AS1"
6.31310592604597e-05,2.81670279487926,0.269,0.267,1,"15","AC016152.1"
0,4.22298292544705,0.707,0.061,0,"16","GATM"
0,4.63732782362342,0.657,0.032,0,"16","CPNE4"
0,4.47423068378036,0.623,0.032,0,"16","EDNRB"
0,5.69834873397763,0.627,0.041,0,"16","QPCT"
0,4.26859994179139,0.568,0.029,0,"16","RGCC"
0,6.79423892745196,0.534,0.029,0,"16","DCT"
0,4.67800025175345,0.38,0.015,0,"16","SMOC1"
0,4.58556438523557,0.383,0.018,0,"16","LINC00511"
0,4.59635902251108,0.389,0.027,0,"16","PLP1"
0,4.37917581362716,0.299,0.012,0,"16","IRX1"
0,6.3960722303704,0.485,0.013,0,"17","WNT4"
0,7.53974014208088,0.306,0.005,0,"17","AL079338.1"
0,6.31968689541125,0.276,0.003,0,"17","HLA-DPA1"
0,6.14666178226446,0.276,0.003,0,"17","AL139023.1"
2.87006428168153e-294,5.03985534236429,0.351,0.011,8.64205055857124e-290,"17","AC069277.1"
1.55388769701589e-288,6.14026383744492,0.396,0.014,4.67891124448454e-284,"17","AC016723.1"
3.13008170475624e-255,4.89792154407308,0.455,0.021,9.42498902119152e-251,"17","GREB1"
8.24382085427623e-225,4.97127862114347,0.321,0.012,2.48229689743111e-220,"17","TRPC4"
1.49469387167882e-202,5.01984153013271,0.291,0.011,4.50067271701209e-198,"17","CRYGC"
2.48013010672597e-133,4.9584937863869,0.276,0.015,7.46791976436256e-129,"17","NECTIN3-AS1"
0,7.16597266080863,0.667,0.011,0,"18","CHAC1"
0,6.16535538004656,0.472,0.01,0,"18","SOX8"
0,6.17927056839688,0.375,0.006,0,"18","ADM2"
0,8.18421677897084,0.347,0.002,0,"18","NEURL3"
1.73212962220476e-300,6.78588990712672,0.25,0.003,5.21561550542075e-296,"18","SLC6A12"
5.91429217057871e-232,7.69655635475605,0.514,0.017,1.78085251548296e-227,"18","CXCL3"
1.81933095733626e-122,6.16696850312918,0.347,0.014,5.4781874456352e-118,"18","C11orf96"
5.63683371506824e-102,7.25859312276883,0.361,0.019,1.6973069999442e-97,"18","CXCL1"
1.02608779989847e-81,6.71650435691685,0.417,0.03,3.08965297427428e-77,"18","CXCL2"
5.23762662762574e-52,6.66450221303925,0.292,0.023,1.57710175384439e-47,"18","FSTL3"
