"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster","significance"
7.80169370898732e-91,4.46771051105224,0.554,0.057,2.34916799271317e-86,"IFITM1","11","Up in KO"
1.60471666318226e-89,4.20248058766359,0.566,0.064,4.83196234450811e-85,"BST2","11","Up in KO"
9.33618978206845e-81,1.70183846117354,0.915,0.436,2.81122010527863e-76,"IFI27","11","Up in KO"
2.75856033809414e-77,1.53126409024537,0.983,0.716,8.30630103403527e-73,"B2M","11","Up in KO"
3.52670532593982e-75,2.36203100012098,0.822,0.369,1.06192624069374e-70,"IFITM3","11","Up in KO"
1.4346002144638e-71,2.26380688736973,0.81,0.344,4.31972470577195e-67,"PTGDS","11","Up in KO"
7.83782751897132e-71,1.31347643104608,0.994,0.959,2.36004824423746e-66,"RPLP1","11","Up in KO"
1.17817751501555e-68,-2.39493912909502,0.362,0.837,3.54761031546331e-64,"TUBB2B","11","Down in KO"
1.37789742662089e-68,-2.08315358067775,0.601,0.916,4.14898694129817e-64,"SOX4","11","Down in KO"
6.4239996546399e-68,-1.45909697922679,0.886,0.981,1.93433053600862e-63,"TMSB10","11","Down in KO"
2.70847711411183e-67,-2.06962621498255,0.7,0.947,8.15549543830212e-63,"TUBA1A","11","Down in KO"
3.67068275767152e-67,-1.89287592698346,0.484,0.891,1.10527928516247e-62,"MARCKS","11","Down in KO"
2.10729802802026e-66,-2.05342393730182,0.405,0.841,6.3452850921718e-62,"MLLT11","11","Down in KO"
3.06362381565221e-66,5.36260214234236,0.382,0.025,9.22487767131036e-62,"PRTG","11","Up in KO"
2.98805579215592e-65,-2.34188143752208,0.35,0.825,8.99733479576068e-61,"TUBB2A","11","Down in KO"
2.65885115454508e-64,5.87667272533085,0.359,0.019,8.00606671145068e-60,"RSPO3","11","Up in KO"
2.10386146195847e-62,3.23901029615562,0.56,0.126,6.33493724810314e-58,"CRYAB","11","Up in KO"
6.66356436891596e-62,3.0644010273424,0.673,0.27,2.00646586712428e-57,"HDAC9","11","Up in KO"
2.66219235955422e-61,4.36566711373396,0.443,0.065,8.01612741385373e-57,"PLS3","11","Up in KO"
3.22724709741212e-61,-1.67387042427333,0.624,0.927,9.71756373501762e-57,"JPT1","11","Down in KO"
8.14937887382649e-61,3.73381866597669,0.394,0.035,2.45385947269789e-56,"EMX2","11","Up in KO"
6.56943506764016e-60,-1.56226809104692,0.706,0.93,1.97812259321713e-55,"STMN1","11","Down in KO"
1.1118196999236e-59,-1.58533130457074,0.878,0.955,3.34780029843994e-55,"ACTB","11","Down in KO"
6.84333190411882e-58,-1.55128568378513,0.653,0.902,2.06059566964922e-53,"MARCKSL1","11","Down in KO"
8.2301331627662e-58,-2.21784502664996,0.399,0.842,2.47817539664053e-53,"TUBB3","11","Down in KO"
8.78454955662301e-57,-1.48315546952892,0.569,0.914,2.64511571699475e-52,"MAP1B","11","Down in KO"
1.02212972722605e-56,2.13036836477736,0.735,0.328,3.07773482165036e-52,"APOE","11","Up in KO"
4.41276254221981e-56,-2.51936069730359,0.219,0.708,1.32872692908781e-51,"CD24","11","Down in KO"
1.54583200349144e-51,3.97834362362119,0.423,0.075,4.65465474571308e-47,"HTR2C","11","Up in KO"
2.87468844743281e-51,4.25235241966297,0.347,0.036,8.65597438406494e-47,"RSPO2","11","Up in KO"
4.94391206156957e-51,-3.41131092670994,0.105,0.587,1.48866136085921e-46,"ZIC1","11","Down in KO"
1.02138397878702e-49,3.87975939537149,0.353,0.042,3.07548929852559e-45,"NUPR1","11","Up in KO"
1.77584246037549e-49,-3.01802073221918,0.096,0.581,5.34723923243664e-45,"NOVA1","11","Down in KO"
7.41701429907103e-49,-9.80928212543103,0,0.448,2.23333717559328e-44,"S100A6","11","Down in KO"
7.94507742710092e-49,-1.45966877460642,0.417,0.843,2.39234226407436e-44,"STMN2","11","Down in KO"
1.24630477271605e-48,-1.25041513166562,0.729,0.93,3.75274830112531e-44,"BASP1","11","Down in KO"
1.03852914746286e-47,-1.48932143402953,0.539,0.871,3.12711511592541e-43,"BEX1","11","Down in KO"
7.72603119042459e-47,1.69934414188142,0.732,0.358,2.32638525174875e-42,"HLA-B","11","Up in KO"
9.70457645126207e-46,-1.87928382035168,0.356,0.776,2.92214501523952e-41,"SOX11","11","Down in KO"
9.91941812813524e-46,-2.19792142189091,0.178,0.639,2.9868359925628e-41,"ELAVL3","11","Down in KO"
1.07132760104709e-45,-1.70291216923114,0.353,0.767,3.2258745395129e-41,"GNG3","11","Down in KO"
1.73483381846805e-44,3.41746555759434,0.411,0.086,5.22375811078916e-40,"FAM89A","11","Up in KO"
3.23757042323201e-44,-2.87337219012385,0.149,0.605,9.7486483013939e-40,"TENM2","11","Down in KO"
7.64765784409598e-44,3.71239486659337,0.364,0.062,2.30278625343574e-39,"WIF1","11","Up in KO"
1.10876237403529e-43,-3.04642533201042,0.125,0.57,3.33859438445766e-39,"PBX3","11","Down in KO"
7.64580909779219e-43,-2.81137121512166,0.166,0.596,2.30222957743621e-38,"FABP7","11","Down in KO"
1.54655479563853e-42,1.33649368264386,0.802,0.502,4.65683114514718e-38,"ISG15","11","Up in KO"
3.15035019107637e-42,1.12995977856576,0.98,0.938,9.48601946035006e-38,"RPL35A","11","Up in KO"
3.79081891581607e-41,-1.17384816811016,0.673,0.876,1.14145348374138e-36,"CFL1","11","Down in KO"
6.44402002564369e-41,1.22664118267148,0.977,0.943,1.94035886992157e-36,"RPS24","11","Up in KO"
8.40410169364759e-41,1.15339796020569,0.985,0.943,2.53055906097423e-36,"RPS12","11","Up in KO"
1.83616214351572e-40,-2.68726709687772,0.181,0.612,5.52886783034018e-36,"TAGLN3","11","Down in KO"
3.35008382494259e-40,3.05652213033077,0.364,0.07,1.00874374052846e-35,"MSX1","11","Up in KO"
3.8123195054318e-40,0.835613566209014,0.962,0.938,1.14792752628057e-35,"RPS14","11","Up in KO"
3.55407082444943e-39,4.17896722355121,0.332,0.059,1.07016626594997e-34,"HIST1H1E","11","Up in KO"
5.20508967663896e-39,-4.04346408008955,0.023,0.414,1.56730455253276e-34,"EMC10","11","Down in KO"
2.94415061567057e-38,0.884749444978318,0.971,0.936,8.86513191884565e-34,"RPS15","11","Up in KO"
4.43395921585267e-38,-2.94115933346615,0.131,0.524,1.3351094594854e-33,"TCF7L2","11","Down in KO"
5.7054944646726e-38,1.01632672198669,0.968,0.94,1.71798143825757e-33,"RPS23","11","Up in KO"
6.24885968306514e-38,0.895032910615708,0.974,0.921,1.88159413916774e-33,"RPL28","11","Up in KO"
1.57930844648453e-37,3.84246375384689,0.405,0.112,4.75545566320957e-33,"VEGFA","11","Up in KO"
1.62318041178304e-37,1.10659825431213,0.942,0.902,4.88755853791993e-33,"RPL29","11","Up in KO"
3.36452980416144e-37,4.24447013431993,0.23,0.016,1.01309356933105e-32,"EMX2OS","11","Up in KO"
4.20299941208167e-37,2.84276438455583,0.481,0.176,1.26556515297191e-32,"KRT18","11","Up in KO"
4.38100676767262e-37,3.60660228334859,0.362,0.081,1.3191649478139e-32,"CXCL14","11","Up in KO"
7.37495776075467e-37,0.847316874410212,0.883,0.623,2.22067353134084e-32,"IFI6","11","Up in KO"
9.01514089359168e-37,-1.96932919305959,0.204,0.616,2.71454907446939e-32,"ROBO1","11","Down in KO"
1.01742156476983e-36,4.65015792863951,0.245,0.023,3.06355807367843e-32,"IGFBP3","11","Up in KO"
1.87799514371907e-36,-1.92823972762349,0.265,0.657,5.65483117725249e-32,"DNER","11","Down in KO"
2.64507258474056e-36,-1.13163884238851,0.673,0.891,7.96457805991229e-32,"PCSK1N","11","Down in KO"
4.36480463372022e-36,3.2903225813763,0.338,0.069,1.31428632325949e-31,"IFITM2","11","Up in KO"
4.9421645158911e-36,-1.35521914922678,0.405,0.788,1.48813515737997e-31,"RTN1","11","Down in KO"
6.81450179201766e-36,1.01126408274914,0.953,0.949,2.05191463459444e-31,"FTL","11","Up in KO"
7.20063993469245e-36,3.86165311800179,0.338,0.073,2.16818469073524e-31,"GPNMB","11","Up in KO"
8.17569422902753e-36,1.08862772300958,0.918,0.822,2.46178328930248e-31,"GSTP1","11","Up in KO"
1.1317757175553e-35,-1.82177395487808,0.309,0.679,3.40788986313076e-31,"STMN4","11","Down in KO"
1.35152703535698e-35,-4.48677235251608,0.015,0.376,4.06958305616339e-31,"DUSP26","11","Down in KO"
1.74275443698506e-35,-2.09844802952236,0.257,0.625,5.24760788520573e-31,"GPM6B","11","Down in KO"
4.03642574886837e-35,-1.31968330410645,0.452,0.768,1.21540815724175e-30,"VAMP2","11","Down in KO"
4.33207927559439e-35,-1.81769111851312,0.277,0.654,1.30443239067423e-30,"TMSB15A","11","Down in KO"
6.3519171026288e-35,6.92349210637871,0.178,0.003,1.91262575877256e-30,"DDIT4L","11","Up in KO"
9.32492916454269e-35,-8.00461061613395,0,0.342,2.80782942073545e-30,"TUSC1","11","Down in KO"
2.51347637612336e-34,0.992925648225079,0.945,0.896,7.56832871614504e-30,"RPS19","11","Up in KO"
6.08709732407547e-34,3.02936829109895,0.268,0.036,1.83288587525237e-29,"HSD17B2","11","Up in KO"
6.51061692672153e-34,-3.99731798670657,0.023,0.376,1.96041186280512e-29,"CLEC11A","11","Down in KO"
2.64199569634285e-33,0.753383428185447,0.997,0.985,7.95531324125797e-29,"RPL41","11","Up in KO"
3.44479107062742e-33,-2.07773233163638,0.146,0.537,1.03726103927662e-28,"NLGN1","11","Down in KO"
3.52824906833941e-33,0.939515443851061,0.977,0.932,1.06239107696768e-28,"RPL32","11","Up in KO"
7.47620230821945e-33,0.98106495176194,0.933,0.905,2.25115927702796e-28,"RPL18A","11","Up in KO"
1.02810113050557e-32,3.2640992068757,0.306,0.059,3.09571531406533e-28,"CEBPD","11","Up in KO"
1.0485463528991e-32,1.3059181985626,0.741,0.439,3.15727792321448e-28,"ID3","11","Up in KO"
2.47091388393529e-32,-5.35254147312932,0.023,0.356,7.44016879591756e-28,"MDGA2","11","Down in KO"
2.50459896259691e-32,-1.16938284419482,0.889,0.943,7.54159793627554e-28,"ACTG1","11","Down in KO"
3.45698988530885e-32,-1.99227682512789,0.222,0.58,1.04093422436535e-27,"GSTA4","11","Down in KO"
4.27686012114438e-32,-0.829588330384563,0.84,0.908,1.28780535107778e-27,"SUMO2","11","Down in KO"
4.38463631673385e-32,-1.47874660757039,0.388,0.715,1.32025784133173e-27,"FEZ1","11","Down in KO"
7.66183046392415e-32,-2.24557782100813,0.157,0.523,2.3070537709922e-27,"TSPAN13","11","Down in KO"
8.70930388913576e-32,4.00566789363571,0.268,0.044,2.62245849405767e-27,"PALMD","11","Up in KO"
9.48333019203205e-32,1.57455202439223,0.603,0.292,2.85552555412277e-27,"HLA-C","11","Up in KO"
1.0032288401782e-31,-1.17538440042456,0.638,0.843,3.02082236066057e-27,"CCNI","11","Down in KO"
1.36265303962294e-31,1.0452428458412,0.95,0.926,4.10308456760864e-27,"RPS18","11","Up in KO"
1.5017273006023e-31,2.13089885862491,0.437,0.144,4.52185107484359e-27,"SAMD5","11","Up in KO"
1.88266050364579e-31,-2.20148378867092,0.146,0.516,5.66887904252785e-27,"ELAVL4","11","Down in KO"
2.00116544523566e-31,3.54647679337382,0.3,0.061,6.02570927214908e-27,"ZFP36L2","11","Up in KO"
4.91981997650418e-31,0.902696853028205,0.939,0.909,1.48140699312517e-26,"RPL13","11","Up in KO"
5.20881637295659e-31,-1.12139272977854,0.487,0.797,1.56842669806096e-26,"UCHL1","11","Down in KO"
5.59729398681815e-31,-1.76813242404009,0.245,0.6,1.68540119237081e-26,"NSG1","11","Down in KO"
6.08807620918086e-31,-1.01332504985302,0.732,0.886,1.83318062734645e-26,"ATP6V0C","11","Down in KO"
6.30466660904295e-31,1.4404255036383,0.501,0.175,1.89839816264892e-26,"IFIT1","11","Up in KO"
9.40157033652793e-31,-2.48610830855838,0.149,0.498,2.83090684403192e-26,"NEFL","11","Down in KO"
1.07193660130471e-30,-3.82485738531275,0.023,0.348,3.22770830018862e-26,"CACNA1A","11","Down in KO"
1.774876337212e-30,-1.04168757466844,0.907,0.939,5.34433013897906e-26,"TMSB4X","11","Down in KO"
2.80625919129869e-30,-0.786888601372597,0.819,0.916,8.44992705091949e-26,"CALM2","11","Down in KO"
4.45462914646643e-30,0.953497846961114,0.974,0.941,1.34133338229251e-25,"RPS27","11","Up in KO"
5.24854949834211e-30,-1.59864647525834,0.262,0.62,1.58039073944579e-25,"PKIA","11","Down in KO"
5.36595031952998e-30,-3.81495031085825,0.082,0.414,1.61574130071367e-25,"IGFBPL1","11","Down in KO"
5.48999383851783e-30,-1.91737190191333,0.19,0.564,1.6530920447161e-25,"GRIA4","11","Down in KO"
7.18782037240519e-30,-0.992192305154435,0.63,0.839,2.16432459233493e-25,"GABARAPL2","11","Down in KO"
7.458458155669e-30,0.879210629046897,0.965,0.943,2.24581633525349e-25,"RPS8","11","Up in KO"
1.34584793448429e-29,-1.77407664749663,0.21,0.568,4.05248271552565e-25,"GDI1","11","Down in KO"
1.62263357550894e-29,-2.02787652120397,0.219,0.557,4.88591195921497e-25,"AP1S2","11","Down in KO"
2.29646591534073e-29,2.56307188718327,0.443,0.17,6.91488851768248e-25,"ZFYVE16","11","Up in KO"
3.05899401218069e-29,-1.77907722401608,0.198,0.546,9.21093687007726e-25,"PODXL2","11","Down in KO"
5.71600664886616e-29,2.03413005847135,0.571,0.304,1.72114676204009e-24,"ANXA5","11","Up in KO"
6.28267424022688e-29,0.751331358605425,0.971,0.959,1.89177604047471e-24,"RPS28","11","Up in KO"
6.42252391936253e-29,-1.62441131874206,0.251,0.614,1.93388617735925e-24,"ADGRB3","11","Down in KO"
