"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster","significance"
0,-8.96813188497966,0.001,0.636,0,"S100A6","2","Down in KO"
0,-11.2929182333751,0,0.455,0,"TUSC1","2","Down in KO"
5.91476655571355e-230,-10.1912921155346,0,0.273,1.78099535759091e-225,"ZNF680","2","Down in KO"
7.77075778359587e-230,-9.05970957999888,0,0.273,2.33985287621855e-225,"VPS37B","2","Down in KO"
8.2613447634423e-205,-11.5477754405083,0,0.182,2.48757352172011e-200,"GPR149","2","Down in KO"
8.2613447634423e-205,-10.0247638457595,0,0.182,2.48757352172011e-200,"ZNF57","2","Down in KO"
3.91912959357306e-184,-9.11743970128163,0,0.273,1.18008911192078e-179,"ZNF107","2","Down in KO"
1.73133679292083e-141,-7.35305416076463,0.003,0.455,5.21322821716391e-137,"LRRC4B","2","Down in KO"
6.62244339014895e-137,-7.79534388636263,0,0.182,1.99408392920775e-132,"TRIM4","2","Down in KO"
2.77362889201721e-115,-7.73105989537698,0.001,0.273,8.35167395675302e-111,"MYH14","2","Down in KO"
4.09483761983324e-71,-4.93251763276594,0.012,0.636,1.23299655570799e-66,"JOSD2","2","Down in KO"
4.40218026410524e-70,-6.01760307100444,0.017,0.727,1.32554049932473e-65,"RBP4","2","Down in KO"
6.02932575029841e-63,-5.51283688981811,0.004,0.364,1.81549027667235e-58,"AC092957.1","2","Down in KO"
4.6869784378868e-54,-5.46170440601783,0.008,0.455,1.41129607743209e-49,"RLF","2","Down in KO"
2.48626377304292e-51,-4.81181933381455,0.023,0.727,7.48638884700954e-47,"EMC10","2","Down in KO"
2.27692572430504e-46,-7.06258306247613,0.001,0.182,6.85605104845491e-42,"TTC9B","2","Down in KO"
2.67561393353841e-46,-6.81966350767042,0.001,0.182,8.05654111527751e-42,"AC114737.1","2","Down in KO"
5.35768430039237e-38,-5.6757978321462,0.002,0.182,1.61325231969115e-33,"KBTBD8","2","Down in KO"
5.53710184116217e-38,-6.20310911112699,0.002,0.182,1.66727673539234e-33,"AC015922.3","2","Down in KO"
2.97762294238503e-36,-4.65828145447162,0.034,0.727,8.96592044181555e-32,"IL13RA2","2","Down in KO"
7.67153172295569e-36,-5.41188527493654,0.004,0.273,2.30997491709919e-31,"C19orf81","2","Down in KO"
4.18205311634783e-35,-7.4152814149452,0.002,0.182,1.2592580138635e-30,"CHCHD2","2","Down in KO"
3.76357225705093e-30,-6.93625522253175,0.002,0.182,1.13324924232061e-25,"KCNE1","2","Down in KO"
3.76175814968872e-29,-4.76574518282414,0.016,0.455,1.13270299645277e-24,"ZIC4","2","Down in KO"
6.86787464446508e-25,-5.41646577246728,0.003,0.182,2.06798573419488e-20,"ERV3-1","2","Down in KO"
7.32019935066306e-25,-5.33945595082039,0.003,0.182,2.20418522647815e-20,"IQCA1","2","Down in KO"
1.3748937991598e-23,-5.79812393311698,0.003,0.182,4.13994271865009e-19,"AC118553.1","2","Down in KO"
3.03377875770383e-22,-4.44143400339782,0.042,0.636,9.13501121732199e-18,"ECRG4","2","Down in KO"
2.84792152373718e-21,-5.7217741549824,0.004,0.182,8.57537650012504e-17,"SLC26A10","2","Down in KO"
3.66599642937896e-21,-4.23617626723782,0.008,0.273,1.1038681848503e-16,"AL161752.1","2","Down in KO"
2.00257824777159e-20,-4.75613240866731,0.008,0.273,6.02996336186502e-16,"GPR1","2","Down in KO"
2.22376581098086e-20,-5.94988451027705,0.004,0.182,6.69598123344447e-16,"MROH9","2","Down in KO"
2.78111756211082e-20,-4.9586580270063,0.004,0.182,8.3742230912719e-16,"CACNA1G","2","Down in KO"
5.33066156372802e-20,-4.24026165362876,0.015,0.364,1.60511550345414e-15,"STOM","2","Down in KO"
6.50105891193248e-20,-4.3047244717842,0.009,0.273,1.95753384897199e-15,"LINC02240","2","Down in KO"
1.44163400899397e-19,-6.32553421135605,0.004,0.182,4.34090416448174e-15,"ASIC2","2","Down in KO"
1.62521773067982e-19,-4.49389704470418,0.009,0.273,4.89369310885002e-15,"TSPYL5","2","Down in KO"
4.08959852385552e-19,-4.46029110362667,0.009,0.273,1.23141901151813e-14,"AL353801.1","2","Down in KO"
5.07145440571832e-18,-6.29383195476409,0.004,0.182,1.52706563610584e-13,"SLC24A5","2","Down in KO"
7.84774310198265e-18,-4.79402062627423,0.004,0.182,2.363033925438e-13,"AC026992.1","2","Down in KO"
4.00367653251953e-17,-4.71201808113332,0.004,0.182,1.20554704070695e-12,"AC016831.5","2","Down in KO"
2.51621180513479e-16,-3.74522853926555,0.019,0.364,7.57656536644138e-12,"CNTNAP3","2","Down in KO"
3.18863181067108e-16,-4.30268543650635,0.011,0.273,9.60128924511168e-12,"COL5A2","2","Down in KO"
5.87333675563087e-16,-5.02255533861004,0.005,0.182,1.76852043048801e-11,"AP000553.2","2","Down in KO"
6.11309803679975e-16,-4.86327950751149,0.005,0.182,1.84071494986077e-11,"ACKR4","2","Down in KO"
6.11309803679975e-16,-4.90742777051473,0.005,0.182,1.84071494986077e-11,"AC100839.2","2","Down in KO"
2.52116221442443e-15,-4.3380128257906,0.005,0.182,7.5914715438534e-11,"ZNF700","2","Down in KO"
3.0025817593805e-14,-4.56776184199861,0.012,0.273,9.04107393567062e-10,"GPC3","2","Down in KO"
5.87701720689991e-14,-4.74468161769361,0.006,0.182,1.76962865116963e-09,"AP001505.1","2","Down in KO"
6.52239501420039e-14,-4.04328142609101,0.006,0.182,1.96395836272588e-09,"AC096570.2","2","Down in KO"
8.95186068900033e-14,-3.03562075566859,0.048,0.545,2.69549477206489e-09,"FKBP11","2","Down in KO"
1.63046270348664e-13,-4.1685418674759,0.006,0.182,4.90948624646863e-09,"AC078845.1","2","Down in KO"
1.68620014682755e-13,-4.24794216732261,0.006,0.182,5.07731726211243e-09,"AC025171.2","2","Down in KO"
3.25001752097738e-13,-3.98078431723172,0.023,0.364,9.786127757415e-09,"CA12","2","Down in KO"
3.3843567651023e-13,-2.92113576909606,0.035,0.455,1.01906366553995e-08,"SRGAP2C","2","Down in KO"
3.40104260031587e-13,-3.46045866969237,0.023,0.364,1.02408793738111e-08,"C9orf135","2","Down in KO"
5.11138027237401e-13,-3.45302591545241,0.013,0.273,1.53908771381454e-08,"COL10A1","2","Down in KO"
7.17519424191691e-13,-5.14259820498042,0.006,0.182,2.1605227381836e-08,"PDE1A","2","Down in KO"
7.97596080110863e-13,-4.86857217598826,0.006,0.182,2.40164155682182e-08,"BTG3-AS1","2","Down in KO"
1.07948343448952e-12,-3.74724975512938,0.025,0.364,3.25043256959138e-08,"AC022784.1","2","Down in KO"
1.79014858038532e-12,-4.84500317163012,0.006,0.182,5.39031639039824e-08,"LINC02669","2","Down in KO"
4.0391876334202e-12,-4.72573648358362,0.007,0.182,1.21623978829916e-07,"FAM71E1","2","Down in KO"
4.28782765281791e-12,-4.28461192988827,0.007,0.182,1.29110778454e-07,"FGF7","2","Down in KO"
8.2313705659815e-12,-4.39233793382912,0.007,0.182,2.47854799112269e-07,"MYLPF","2","Down in KO"
1.15386585832023e-11,-2.9756687958718,0.076,0.636,3.47440548598805e-07,"CPQ","2","Down in KO"
1.41727557575746e-11,-3.42250961274884,0.061,0.545,4.26755848616327e-07,"COL1A2","2","Down in KO"
1.66268494783493e-11,-4.60229657224457,0.007,0.182,5.00651064642575e-07,"DUSP7","2","Down in KO"
1.85432874294197e-11,-3.28783672047783,0.015,0.273,5.58356927787256e-07,"LRRC56","2","Down in KO"
2.30488418058432e-11,-5.37872581717438,0.007,0.182,6.94023675615746e-07,"HMGA2-AS1","2","Down in KO"
4.4476753955159e-11,-3.35236489965752,0.016,0.273,1.33923953834379e-06,"AC124283.1","2","Down in KO"
4.73415268165405e-11,-2.53614593951674,0.079,0.636,1.42550071397285e-06,"SLC22A5","2","Down in KO"
5.33064685133274e-11,-2.58626026725512,0.079,0.636,1.6051110734048e-06,"LINC02315","2","Down in KO"
5.40477533467172e-11,-3.34015830688456,0.043,0.455,1.627431901023e-06,"KLF12","2","Down in KO"
6.4464658789024e-11,-4.04223118771807,0.007,0.182,1.9410953407963e-06,"SLC29A3","2","Down in KO"
8.39500436395198e-11,-2.5204606740437,0.079,0.636,2.52781976402958e-06,"BORCS8","2","Down in KO"
2.01614739017922e-10,-3.95879880020357,0.017,0.273,6.07082140656864e-06,"KLHL17","2","Down in KO"
2.51804224747136e-10,-2.6828793379336,0.044,0.455,7.58207701136102e-06,"SLC35A4","2","Down in KO"
2.95013483659952e-10,-2.86660937557452,0.089,0.636,8.88315100648482e-06,"ZIC1","2","Down in KO"
3.00894259616536e-10,-4.36388097683786,0.008,0.182,9.06022705131351e-06,"AGAP5","2","Down in KO"
3.40807012728231e-10,-3.93248884281343,0.008,0.182,1.02620399602598e-05,"PSPN","2","Down in KO"
4.22752898529455e-10,-3.17655276530229,0.018,0.273,1.27295125276204e-05,"HECTD3","2","Down in KO"
4.37992003880235e-10,-2.57526277496504,0.065,0.545,1.31883772288378e-05,"NOVA1","2","Down in KO"
4.4746418010322e-10,-4.55406642051095,0.008,0.182,1.34735939270881e-05,"IFNG-AS1","2","Down in KO"
7.36855087326004e-10,-4.45438837176113,0.008,0.182,2.21874435344733e-05,"AL136418.1","2","Down in KO"
7.47093631552492e-10,-2.76853611089018,0.047,0.455,2.24957363396771e-05,"C22orf23","2","Down in KO"
7.79036208624434e-10,-4.21542372325559,0.008,0.182,2.34575592778903e-05,"B4GALNT3","2","Down in KO"
8.56889045335466e-10,-4.21590467038778,0.008,0.182,2.58017860440962e-05,"LINC02035","2","Down in KO"
8.56889045335466e-10,-4.01697693841536,0.008,0.182,2.58017860440962e-05,"AC078820.2","2","Down in KO"
1.01773594771306e-09,-2.12762020023431,0.086,0.636,3.06450471215878e-05,"TSTD1","2","Down in KO"
1.2580250822544e-09,-2.8599177610957,0.032,0.364,3.78803932517622e-05,"NOVA2","2","Down in KO"
1.27591327855012e-09,-3.57500657921169,0.019,0.273,3.84190247304226e-05,"AC025154.2","2","Down in KO"
2.01821565413187e-09,-2.55269344468047,0.032,0.364,6.07704915615648e-05,"VPS33B","2","Down in KO"
2.84809523524633e-09,-3.14029313841508,0.019,0.273,8.57589956285022e-05,"ZNF557","2","Down in KO"
