"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.32773705368576e-138,1.37817981274607,0.28,0.121,3.9979490423532e-134,"3","PRLR"
1.34840516613194e-131,1.08297883861443,0.629,0.449,4.06018279573989e-127,"3","VEGFA"
2.14023367286069e-106,1.14500549413212,0.317,0.163,6.44445761235084e-102,"3","SLC17A8"
2.94027180798775e-94,1.10496444269436,0.287,0.145,8.85345244103191e-90,"3","ZADH2"
1.62529974325421e-24,1.14574450167554,0.399,0.357,4.89394005691274e-20,"3","NSMCE2"
0,3.10078071857937,0.76,0.145,0,"4","SFRP1"
0,2.91756024071427,0.498,0.059,0,"4","TCTEX1D1"
0,3.38877599430729,0.418,0.037,0,"4","CFAP157"
0,3.17273303661924,0.4,0.038,0,"4","PRSS12"
0,2.96481124283396,0.41,0.051,0,"4","ATP2B3"
0,3.19399582882727,0.372,0.037,0,"4","F5"
0,3.00980409142492,0.278,0.027,0,"4","ART3"
0,3.09221942653392,0.268,0.028,0,"4","SLC5A5"
0,3.43270880381847,0.256,0.019,0,"4","TRPV4"
0,3.148944080707,0.253,0.021,0,"4","FABP6"
0,4.11404137735994,0.664,0.146,0,"5","PMCH"
0,2.89946163210742,0.648,0.2,0,"5","S100A10"
0,2.57291285163139,0.624,0.202,0,"5","AKAP12"
0,2.71860146542884,0.535,0.153,0,"5","ANXA1"
0,3.25919237343351,0.516,0.144,0,"5","S100A4"
0,2.70513950798384,0.437,0.085,0,"5","ADM"
0,3.23778762019693,0.403,0.075,0,"5","TM4SF18"
0,2.4299589346242,0.385,0.104,0,"5","TM4SF1"
0,2.53956777531484,0.343,0.084,0,"5","CA12"
0,2.48193727284973,0.312,0.066,0,"5","CD44"
0,1.50111466922997,0.683,0.313,0,"6","MAMDC2"
0,1.4806014391928,0.606,0.285,0,"6","WNT2B"
0,1.69117735905252,0.514,0.208,0,"6","DGKB"
3.67059040530173e-304,1.49708289208258,0.532,0.234,1.10525147694041e-299,"6","LRRC4C"
5.28012616468242e-238,1.80611326180796,0.303,0.1,1.58989878944752e-233,"6","DEPTOR"
3.9606408937766e-208,1.4795852386863,0.427,0.194,1.19258857952507e-203,"6","PAPPA2"
2.06461017019505e-185,1.59163077450839,0.277,0.099,6.21674768347431e-181,"6","TMEM132D"
2.38121440685149e-180,1.43339696720227,0.31,0.121,7.17007470047052e-176,"6","PIEZO2"
5.23276737410377e-155,1.56287781499122,0.285,0.114,1.57563858401639e-150,"6","RASD1"
8.75491209558566e-146,1.42841668619508,0.266,0.105,2.6361915811018e-141,"6","LRRC3B"
7.01535288850321e-92,1.40121480720676,0.446,0.288,2.1123929082572e-87,"7","PCAT1"
1.12716168518235e-71,1.32736188007533,0.41,0.273,3.39399655025257e-67,"7","AGBL4"
3.58074812586756e-68,1.41974923535469,0.306,0.177,1.07819906817998e-63,"7","NWD1"
6.3163958973305e-64,1.50187550448682,0.342,0.218,1.90192996864519e-59,"7","DNAH7"
4.2057581228064e-59,1.44097229479069,0.309,0.189,1.26639582835824e-54,"7","CFAP54"
2.75943452674362e-56,1.34383760105477,0.328,0.21,8.30893330347771e-52,"7","CFAP43"
2.28285544490436e-52,1.4165218028487,0.259,0.151,6.87390603015151e-48,"7","DNAH9"
6.89479610174513e-51,1.33343736256292,0.327,0.217,2.07609205419648e-46,"7","HYDIN"
1.50378877939766e-47,1.34888722387034,0.299,0.193,4.52805839364429e-43,"7","TMEM117"
3.13034775564089e-27,1.34913398982437,0.29,0.214,9.42579012701028e-23,"7","AC068587.4"
0,4.14992562432879,0.752,0.076,0,"8","TOP2A"
0,3.95002270323774,0.72,0.101,0,"8","CENPF"
0,4.43881824103403,0.434,0.019,0,"8","MKI67"
0,4.08850933810721,0.436,0.03,0,"8","DLGAP5"
0,4.12903982323231,0.425,0.029,0,"8","HIST1H1B"
0,3.97097052643856,0.4,0.027,0,"8","GTSE1"
0,4.50237836735138,0.365,0.022,0,"8","ASPM"
0,4.15777017666672,0.339,0.02,0,"8","HMMR"
0,3.97349172586472,0.293,0.018,0,"8","ESCO2"
0,3.913509900952,0.272,0.017,0,"8","KNL1"
0,5.42976822450722,0.555,0.019,0,"9","KCNH7"
0,5.47848430410414,0.473,0.013,0,"9","GNG8"
0,5.49630322146497,0.439,0.016,0,"9","LUZP2"
0,6.11593224930557,0.43,0.008,0,"9","SCN9A"
0,5.43269777610642,0.429,0.011,0,"9","GBX2"
0,5.57394750287511,0.417,0.009,0,"9","LINC02487"
0,5.44004697863747,0.41,0.011,0,"9","SCN1A-AS1"
0,5.33546184384295,0.379,0.011,0,"9","KCNB2"
0,5.68921726790085,0.326,0.006,0,"9","MIR137HG"
0,5.40585276924569,0.273,0.007,0,"9","LINC00599"
0,6.75806616610362,0.669,0.028,0,"10","CDC20B"
0,5.25702491446199,0.65,0.087,0,"10","CCNO"
0,5.27151284656641,0.509,0.027,0,"10","LRRC26"
0,4.02844191600209,0.407,0.038,0,"10","MUC12"
0,4.13279585857297,0.373,0.027,0,"10","E2F7"
0,3.90661891118427,0.343,0.025,0,"10","SPATA18"
0,4.28135010660283,0.293,0.015,0,"10","SHISA8"
0,4.33454856434282,0.294,0.017,0,"10","C1orf189"
0,3.74303692514933,0.265,0.019,0,"10","PTPRC"
0,4.10532440660574,0.262,0.017,0,"10","SLC51B"
0,2.58302017814046,0.677,0.117,0,"12","PCLAF"
0,2.68201649929583,0.457,0.065,0,"12","RAD51AP1"
0,2.74651019055602,0.397,0.058,0,"12","GINS2"
0,2.91790322489407,0.361,0.042,0,"12","CLSPN"
0,3.07444702299328,0.256,0.024,0,"12","CDC6"
4.17259354057568e-305,2.71036303727872,0.277,0.031,1.25640964100274e-300,"12","MND1"
3.32048555279882e-272,2.68568234441923,0.26,0.03,9.99831404803254e-268,"12","ESCO2"
6.02026195266868e-257,2.78624364812586,0.26,0.032,1.81276107656807e-252,"12","DTL"
3.99361837152218e-253,2.5875062885379,0.273,0.035,1.20251842784904e-248,"12","BRIP1"
1.62709914589042e-244,2.76326645476961,0.295,0.043,4.89935823819064e-240,"12","MCM5"
1.04204192812443e-135,2.99757024038297,0.35,0.095,3.13769244977548e-131,"13","RFX4"
1.57727634678751e-115,3.64732703791912,0.274,0.069,4.74933680781187e-111,"13","AC079385.1"
1.32492201188159e-109,2.96133493139576,0.297,0.084,3.98947266997665e-105,"13","PANTR1"
7.91872005634657e-109,2.9246254476045,0.252,0.062,2.38440579616651e-104,"13","FAT3"
3.53761600120963e-82,2.88649366750502,0.397,0.179,1.06521155412423e-77,"13","SOX2-OT"
2.14367164625406e-81,2.76305965252206,0.252,0.075,6.4548096940356e-77,"13","GRID2"
1.97412067252444e-78,2.76972438259796,0.417,0.192,5.94427475703834e-74,"13","NKAIN3"
9.03560860456609e-68,2.68717962682952,0.299,0.113,2.7207121069209e-63,"13","AC092957.1"
5.76143663230417e-58,2.6926800837335,0.321,0.144,1.73482618435311e-53,"13","PTPRZ1"
8.06241192415695e-27,2.7103206974698,0.292,0.174,2.4276728544829e-22,"13","GABRG3"
0,3.85209394556663,0.843,0.225,0,"14","DDIT3"
0,4.84151369412572,0.522,0.039,0,"14","TRIB3"
1.17119254633426e-281,3.31407529717663,0.424,0.062,3.52657787626708e-277,"14","LURAP1L"
7.35582128421644e-272,3.48023851886433,0.468,0.079,2.21491134689041e-267,"14","CTH"
1.22984323768879e-226,4.09535341316267,0.306,0.04,3.70318097300472e-222,"14","PMAIP1"
9.05232112456829e-219,4.04052548720196,0.384,0.065,2.72574441381876e-214,"14","ATF3"
1.82453599442606e-194,3.18724406424063,0.426,0.086,5.49386033281631e-190,"14","SNHG12"
1.89665481134564e-184,3.41802239887294,0.296,0.045,5.71101730244286e-180,"14","PTX3"
1.74486985474515e-166,3.07098688129358,0.256,0.036,5.25397761962312e-162,"14","LURAP1L-AS1"
1.40257998154462e-146,3.24733138052044,0.264,0.043,4.22330858242901e-142,"14","CAMTA2"
0,2.95013278154032,0.525,0.059,0,"15","GINS2"
0,3.07152965654572,0.443,0.043,0,"15","CLSPN"
0,3.45449296053979,0.373,0.029,0,"15","E2F1"
0,3.10808355385153,0.343,0.032,0,"15","DTL"
5.60498110621516e-307,3.26284497723686,0.257,0.019,1.68771586089245e-302,"15","ZNF367"
1.67410308504671e-306,3.22903563720957,0.296,0.025,5.04089179938416e-302,"15","MCM10"
2.84155040124181e-306,3.04293383643084,0.392,0.044,8.5561924131792e-302,"15","MCM5"
6.05104002688348e-271,3.13092399528265,0.259,0.021,1.82202866249488e-266,"15","CDC45"
9.05317304832136e-271,3.32046071930997,0.259,0.021,2.72600093658005e-266,"15","TK1"
2.64022053743017e-241,2.98151675472852,0.27,0.026,7.94996806025599e-237,"15","ASF1B"
5.86363561155949e-155,3.60853366949244,0.609,0.231,1.76559931899668e-150,"16","HMGB2"
2.95115975508399e-150,3.89250338137321,0.43,0.106,8.88623713853341e-146,"16","UBE2C"
3.47047665688617e-108,3.49314166889033,0.408,0.124,1.044995226155e-103,"16","PCLAF"
8.5467226743949e-76,3.44122493008725,0.395,0.152,2.57350366448705e-71,"16","TYMS"
7.37877101497448e-68,3.67427693851534,0.265,0.076,2.22182174031897e-63,"16","BIRC5"
4.20954432567242e-62,3.09176726810762,0.314,0.11,1.26753589190322e-57,"16","NUSAP1"
2.51936559532158e-47,3.35940503176854,0.293,0.116,7.58606174407282e-43,"16","UBE2T"
1.7447098683162e-44,3.25527518550513,0.293,0.12,5.2534958844869e-40,"16","CDK1"
4.90535375208324e-33,3.33505880176931,0.259,0.116,1.47705106828978e-28,"16","MAD2L1"
4.06314468037778e-21,3.09587159979314,0.288,0.172,1.22345349470855e-16,"16","KPNA2"
5.15314541264295e-171,1.95992779854115,0.615,0.097,1.55166361520092e-166,"17","STMN2"
5.13372342707969e-118,2.32763318832469,0.344,0.046,1.54581546112797e-113,"17","CDC20B"
1.85188374728931e-113,3.40806915258919,0.3,0.037,5.57620715146285e-109,"17","CALB1"
4.78355898496545e-90,2.64187184078099,0.533,0.141,1.44037744596295e-85,"17","ECRG4"
7.21232255602885e-70,2.12229952029882,0.467,0.127,2.17170244484585e-65,"17","S100A6"
6.25804068323251e-63,1.94711124144291,0.496,0.154,1.88435863012814e-58,"17","RTN1"
2.41340926973718e-50,2.00653324834088,0.293,0.067,7.26701665210562e-46,"17","NEFL"
9.95660473534967e-46,2.31879963176834,0.348,0.103,2.99803325186114e-41,"17","CCNO"
3.50164640732506e-22,2.08951291784066,0.307,0.13,1.05438074970965e-17,"17","CRIP1"
3.84662432544706e-16,1.95759241349013,0.326,0.172,1.15825705063536e-11,"17","TPPP3"
